Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Southern Illinois,18,40.0,19.8,48.3,.409,4.3,13.3,.325,13.2,19.2,.688,12.5,18.7,8.7,20.0,28.7,8.1,5.9,2.6,57.1
South Florida,18,40.6,21.5,52.4,.410,4.6,14.5,.314,9.2,15.7,.585,12.9,18.5,10.1,21.4,31.5,10.6,5.1,4.7,56.7
Savannah State,16,40.0,21.1,50.4,.419,3.0,12.4,.242,11.1,18.8,.590,14.6,19.8,9.6,19.1,28.6,8.8,8.2,1.9,56.3
Texas-RGV,14,40.0,20.1,49.3,.407,3.6,13.8,.259,12.6,17.4,.721,12.9,17.1,9.6,19.6,29.1,11.9,5.3,2.7,56.3
Bradley,18,40.8,19.8,52.5,.377,5.1,18.7,.271,11.3,16.3,.696,12.0,18.2,10.1,20.9,31.0,9.3,6.6,2.5,55.9
Grambling State,18,40.0,18.9,50.1,.378,4.1,14.2,.289,13.8,20.8,.663,16.8,18.8,9.8,23.0,32.8,8.1,5.1,2.2,55.8
Texas Tech,18,40.3,18.5,49.6,.373,5.7,17.5,.324,12.8,20.7,.621,14.2,17.8,10.7,19.0,29.7,10.5,4.8,3.7,55.5
Oregon State,18,40.0,19.7,49.1,.402,4.6,15.2,.299,11.5,16.6,.692,11.7,18.7,7.3,20.7,28.0,10.7,6.9,4.2,55.5
Missouri State,18,40.8,20.2,50.5,.400,3.8,15.1,.255,10.7,15.1,.706,12.7,17.1,9.7,21.3,31.0,10.4,4.9,3.4,54.9
San Jose State,18,40.0,17.0,51.4,.331,6.9,24.0,.289,10.5,15.5,.677,13.4,18.6,8.3,19.8,28.1,8.7,4.6,1.9,51.4
