Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Texas State,18,40.3,21.6,49.6,.435,4.3,14.8,.292,12.2,17.5,.695,13.7,18.8,7.9,21.8,29.8,10.6,5.8,2.8,59.6
Clemson,18,41.4,20.4,50.8,.402,4.9,16.8,.294,13.5,19.1,.708,11.2,15.9,10.4,21.2,31.6,9.3,4.3,4.9,59.2
Miami (FL),18,40.6,20.7,50.2,.412,5.6,17.2,.324,12.3,18.9,.650,9.5,16.1,10.3,21.7,32.1,9.6,4.3,3.2,59.2
Texas Christian,18,40.0,19.4,51.6,.376,4.4,14.6,.304,15.8,21.7,.728,11.9,17.1,7.8,18.6,26.4,9.7,5.4,3.3,59.0
Navy,18,40.6,21.2,53.6,.396,6.7,20.4,.330,9.0,14.7,.611,12.4,18.5,10.3,20.3,30.6,12.2,6.3,3.3,58.2
Rice,16,40.0,20.6,51.4,.400,7.3,23.8,.308,9.7,15.5,.625,13.5,19.1,7.4,22.4,29.8,14.1,4.8,1.9,58.1
Washington State,18,40.6,18.4,49.9,.368,7.3,21.6,.340,12.7,19.0,.670,11.6,18.3,8.4,21.9,30.4,9.6,4.6,3.1,56.8
San Jose State,18,40.0,18.9,52.3,.362,7.7,24.3,.317,10.7,14.9,.717,13.4,19.7,8.4,22.2,30.6,10.3,3.8,2.5,56.3
Virginia Tech,18,40.8,19.1,51.3,.372,5.9,19.2,.307,11.2,18.3,.612,12.0,15.9,10.5,22.9,33.4,9.4,3.8,3.7,55.3
New Hampshire,16,40.3,18.7,50.0,.374,7.0,21.6,.324,10.6,15.6,.679,13.2,18.5,8.2,23.9,32.1,10.0,4.1,3.8,54.9
Northwestern,18,40.6,18.8,50.2,.375,5.9,21.3,.277,10.8,15.9,.682,10.3,17.7,6.3,22.8,29.1,9.3,4.4,4.0,54.4
