Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Gardner-Webb,16,41.6,23,53.7,0.428,6,16.2,0.371,15.4,21.3,0.721,12.9,16.4,12.2,21.9,34.1,12.9,7.2,2.4,67.4,2013
Charleston,18,40,24.2,54,0.448,5.7,17.6,0.326,13.3,19.8,0.671,12,13.6,11.4,26.2,37.6,12,4.8,4.3,67.3,2013
George Washington,16,40.3,24.8,54.6,0.454,3,9.9,0.304,14.8,24.6,0.603,15.1,18.3,12.8,21.9,34.6,13.1,7.9,4.9,67.3,2013
Oregon,18,40.3,23.8,54.7,0.435,4.3,14.3,0.304,15.4,22.4,0.686,14.2,17.1,10.6,23.2,33.8,11.8,8,3.8,67.3,2013
Marist,18,40.8,23.2,53,0.438,5.9,16.9,0.352,14.8,23.7,0.625,13.9,17.1,9.7,21.9,31.7,13.4,6.3,4.7,67.2,2013
Butler,16,40,23,51.4,0.447,6.3,17.6,0.358,14.8,21.8,0.679,13.7,17.6,10.6,25.5,36.1,13.1,5,2.5,67.1,2013
Western Michigan,16,40.3,22.1,50.1,0.441,5.4,16.6,0.328,17.6,25.4,0.69,15.1,19.4,11.3,23.6,34.9,12.1,6.4,3.4,67.1,2013
Arkansas,18,40.6,24.1,58.7,0.41,6,21.3,0.282,13,19.9,0.652,11.9,20.4,10.4,21.8,32.2,13.7,9.1,4.6,67.1,2013
East Tennessee State,18,40.3,23.4,53.1,0.44,6.8,18.4,0.369,13.4,19.4,0.691,12.1,17.3,8.8,20.9,29.7,10.8,5.7,2.3,67,2013
Princeton,14,40,23.1,47.6,0.484,7.2,15.8,0.457,13.6,18.4,0.74,11.6,16.1,8.1,20.6,28.7,14.4,6.1,3,67,2013
Cal Poly,18,40.6,22.5,52.7,0.427,7.7,19.1,0.401,14.3,19.2,0.743,9.3,17.4,10.2,21.8,31.9,13.9,5.4,2.1,66.9,2013
Air Force,16,40.3,23.4,50.6,0.462,8,21.8,0.367,12.2,15.8,0.774,12.1,18.4,6,22,28,15.3,5.1,1.6,66.9,2013
Providence,18,40.7,23.1,57.6,0.401,5.6,17.4,0.318,15.2,22.4,0.68,12.9,18.6,14,22.4,36.4,14.2,6.1,3.1,66.9,2013
Indiana State,18,40.3,22.9,50.8,0.45,5.6,16.7,0.332,15.6,22,0.707,12.7,17.9,7.7,23.7,31.3,12.2,5.7,3.6,66.9,2013
Charlotte,16,40.3,23.2,53.9,0.432,3.4,13.3,0.254,17,25.9,0.655,16.1,20,12.3,23.1,35.4,10.9,7.4,2.2,66.9,2013
Chicago State,8,41.9,24.9,60.1,0.414,8.4,24.5,0.342,8.8,12.5,0.7,14.4,21,9.4,22.6,32,13.4,9.6,3.6,66.9,2013
Texas,17,41.5,24.1,56.3,0.427,5.1,17.8,0.287,13.6,20.9,0.651,13.4,20,11.4,22.5,33.9,11.5,6.8,4,66.8,2013
Arizona State,18,41.1,25,56.2,0.445,6.6,20.1,0.326,10.2,16.6,0.612,11.6,15.3,9.2,24.3,33.5,12.4,5.6,5.1,66.7,2013
Denver,18,40.3,23.8,47.4,0.502,8.3,20.8,0.398,10.8,15.2,0.712,10.8,16.7,6.1,18.2,24.3,17.8,9.7,4.8,66.7,2013
Notre Dame,18,41.9,24.2,55,0.44,6,16.9,0.355,12.2,17.3,0.705,11.1,14.9,10.8,23,33.8,16,4.6,3.3,66.7,2013
Central Michigan,16,40.3,21.6,52.9,0.407,8.1,25.1,0.322,15.4,21.2,0.726,12.5,17.9,9.9,19.1,28.9,12.8,6.6,1.6,66.6,2013
Villanova,18,40.8,20.9,50,0.419,5.9,17.5,0.337,18.8,26.1,0.721,15,19.2,10.2,24.6,34.8,12.4,7.4,3.3,66.6,2013
Utah State,19,40.5,23.2,52.1,0.445,5.7,16.9,0.34,14.3,19.6,0.731,13.2,15.9,11.6,25.7,37.4,13.3,4.5,4.1,66.5,2013
Little Rock,20,40,22.7,53.9,0.422,5,14.6,0.339,16.1,23.2,0.69,14.4,19.9,10.8,21.8,32.5,11.1,5.8,3.5,66.4,2013
Eastern Washington,20,40.8,24.1,57.1,0.421,7.5,23.1,0.323,10.8,16.7,0.647,13.2,18.3,10.4,25.1,35.5,12.8,4.9,5.7,66.3,2013
Maryland,18,40.3,25.1,57.5,0.436,5.7,18.1,0.317,10.5,16.6,0.634,15.2,18.6,11.7,27.6,39.3,12.2,5.2,3.9,66.3,2013
Iowa,18,40.8,22.5,56,0.402,4.7,16.4,0.284,16.6,22.5,0.738,11.9,17.8,12.1,25.2,37.2,14.2,6.8,4.6,66.3,2013
Fort Wayne,16,40.3,23.9,53.7,0.446,6.7,19,0.352,11.7,17.8,0.656,11.9,17.8,9.9,20.4,30.4,12.4,6.9,2.6,66.2,2013
North Carolina Central,16,40,21.6,45.3,0.476,5,14.1,0.354,17.9,23.8,0.755,15.1,16.7,7.8,23.8,31.5,13.1,6.9,3.2,66.1,2013
Hampton,16,41.2,22.8,56.1,0.406,4.5,16.6,0.272,15.9,23.2,0.685,17.2,21.1,13,26.2,39.2,11.8,7.7,4.9,66.1,2013
Southeastern Louisiana,18,40,22.6,52.8,0.427,6.3,16.2,0.392,14.6,21.8,0.671,12.3,18.6,8.2,23.2,31.4,10.2,4.7,3.2,66.1,2013
Green Bay,16,40.6,22.7,49.8,0.456,4.7,13.2,0.354,15.9,21.2,0.75,14.8,16.5,9.8,24.3,34.1,12.9,6,5.6,66,2013
Pittsburgh,18,40.6,23.4,52.2,0.449,5.1,14.1,0.362,13.9,21.4,0.652,12.1,19.2,11.8,22.2,34.1,14.6,6.2,3.9,65.9,2013
Old Dominion,18,40.3,23.9,58.6,0.409,4.7,17.7,0.263,13.3,20.3,0.658,13.4,19.3,13.5,21.6,35.1,12.6,6.9,5.2,65.9,2013
Wake Forest,18,40,22.9,54.8,0.419,5.3,16.1,0.332,14.7,21.3,0.689,13.9,18.4,9.6,22.9,32.4,10.9,6.6,4.1,65.9,2013
Xavier,17,40.3,23.4,52,0.45,4.1,11.7,0.352,14.9,22.6,0.657,13.4,17.8,11.3,25.1,36.4,10.7,5.4,3.7,65.8,2013
Saint Joseph's,16,40.3,22.9,53.1,0.432,6.8,20.4,0.33,13.2,18.8,0.703,11.4,13.2,9.5,24.2,33.7,14.1,4.6,5.8,65.8,2013
Bucknell,14,40,24.6,54.8,0.45,4.9,13.3,0.371,11.6,16.4,0.704,9.6,13.9,9.4,26.7,36.1,14.4,3.6,4.1,65.8,2013
North Texas,20,40.8,22.4,52.6,0.427,3.7,11.4,0.325,17.1,23.6,0.725,14.9,16.9,10.2,24.1,34.4,9.4,5.3,5,65.8,2013
UNLV,16,40.3,23.8,55.8,0.427,6.1,19.4,0.313,12.1,17.2,0.699,13.6,16.6,10.2,27.5,37.7,15.3,5.8,6.4,65.8,2013
Virginia Tech,18,40.8,23.8,57.1,0.416,5.3,17.1,0.313,12.8,18.7,0.688,11.6,19.2,10.6,22.5,33.1,8.9,3.8,3.2,65.7,2013
UNC Wilmington,18,40,23.3,55.2,0.423,5.8,16.9,0.344,13.2,20.3,0.65,12.9,17.7,11.1,22.2,33.3,11.9,5.8,4.6,65.7,2013
Florida Atlantic ,20,40.5,23.4,53,0.442,6,16.1,0.371,12.7,18.8,0.673,15,18.2,10.2,24.9,35.1,10.5,4.4,5,65.5,2013
UC Santa Barbara,18,40.6,22.9,53.4,0.43,7.7,22.4,0.342,11.9,17.1,0.695,13.9,18.3,10.4,23.4,33.8,14.7,5.6,4.4,65.4,2013
Ball State,16,40,22.1,49.7,0.444,6.2,19,0.329,15,23.5,0.638,15.8,17.6,11.1,22.5,33.6,12.1,7.2,2,65.4,2013
Boston College,17,40,21.9,50.5,0.433,6.7,19.2,0.349,14.8,21.1,0.704,10.8,15.8,7.8,20.5,28.3,11.6,5.6,2.2,65.3,2013
Syracuse,18,40.3,23.3,56,0.417,5.1,17.3,0.295,13.5,18.2,0.743,11.1,16.3,12.9,21.4,34.4,12.3,7.9,5.6,65.3,2013
Duquesne,16,40.3,23.1,57.8,0.399,8.2,23.6,0.35,10.9,16.8,0.647,13.6,18.6,9.7,22.6,32.3,12.6,5.4,3,65.2,2013
Loyola (IL),16,40,23.2,50.8,0.456,5.9,15.8,0.377,12.9,17.7,0.728,12.6,15.9,8.5,22.9,31.4,14.1,4.9,2.7,65.2,2013
McNeese State,18,41.7,23.8,59.3,0.402,5.8,16.7,0.35,11.7,18.3,0.638,11.7,17.6,11.8,23.1,34.9,12.2,7.1,4.8,65.2,2013
Cornell,14,40,23.1,54.3,0.425,6.4,18.4,0.349,12.6,17.2,0.73,11.1,17.9,9.6,20.1,29.8,10.4,5.6,3.6,65.1,2013
Maine,16,40,23.6,55.1,0.428,5.8,18.6,0.313,12.1,19.2,0.632,13.2,17,9.8,25.9,35.7,12.4,6,3.7,65.1,2013
Radford,16,40.3,22.7,59.8,0.379,5.9,19.3,0.304,13.8,21.2,0.652,12.3,17.9,14.2,23.5,37.8,11.4,7.6,4.2,65.1,2013
Alabama A&M ,18,40.8,22.9,56.6,0.404,5.4,17.2,0.316,13.8,22.2,0.624,13.6,17.8,11.7,24.3,36.1,12.8,5.4,2.9,65.1,2013
Monmouth,18,40,22.9,55.7,0.411,5.3,16,0.33,13.8,19.5,0.707,13.8,19.4,10.4,21.3,31.8,11.3,7.2,1.6,64.8,2013
California,18,40,24.8,56.4,0.439,4.1,14.2,0.29,11.2,15.3,0.728,11.8,16.4,10.1,24.4,34.5,14.7,6.4,5,64.8,2013
Washington,18,40,24.6,57.8,0.426,4.3,14.2,0.305,11.3,17.1,0.661,13.4,17.4,12.9,22.9,35.9,11.3,5.7,3.7,64.8,2013
Washington State,18,40.3,22.2,53.9,0.412,7.8,22.3,0.352,12.6,18.1,0.693,11.6,16.3,10.1,20.8,30.9,11.8,4.6,1.8,64.8,2013
Coastal Carolina,16,40,23.7,54.6,0.434,4.8,14.4,0.333,12.6,19.1,0.662,13.3,18.6,12.6,23.5,36.1,9.8,7.7,1.9,64.8,2013
Ohio State,18,40.3,23.7,53.1,0.447,4.9,14.6,0.338,12.3,17.5,0.702,11,15.1,8.8,23.6,32.4,11.4,6.2,4.6,64.7,2013
Albany,16,40.3,22.6,51.4,0.44,5.4,15.8,0.34,13.9,18.8,0.743,13.6,15.1,9.3,24.4,33.8,11.7,5.2,2.1,64.6,2013
Texas-Arlington,18,40,22.2,54.4,0.409,6.1,17.5,0.349,14,21.3,0.656,13.7,21.1,12.5,23.9,36.4,12.6,6.8,3.4,64.6,2013
Fairleigh Dickinson,18,40.6,23.2,56.3,0.413,5.7,18.3,0.31,12.4,18.8,0.658,14.4,19.7,9.6,21.6,31.1,12.1,6.1,3.6,64.5,2013
Colorado,18,40.6,22.9,55.2,0.416,5.2,16.6,0.312,13.4,19.3,0.697,12.1,15.5,10.9,23.8,34.7,9.6,7.1,2.7,64.5,2013
Tennessee-Martin,16,40.2,21.8,56.4,0.386,5.1,15.8,0.321,15.9,21.7,0.732,14.7,21.3,12.4,21.7,34.1,10.8,5.3,2.3,64.4,2013
N.J.I.T.,8,41.9,20.5,52.4,0.391,5,15.9,0.315,18.4,26.5,0.693,16.2,19.5,11.4,27,38.4,9.9,8.2,4.5,64.4,2013
Bradley,18,40.3,23.8,55.4,0.43,5.7,16.5,0.347,10.9,15.4,0.711,12.2,17.5,9.1,20.5,29.6,11.1,8.3,2.1,64.3,2013
Southern Methodist,16,40.3,24.1,52.4,0.461,2.9,9.8,0.299,13.1,18.1,0.727,14.3,18.4,10.4,22.2,32.6,12.8,6.4,4.3,64.3,2013
Illinois,18,40,22.6,56.5,0.4,6.8,23.1,0.294,12.3,16.9,0.725,11.3,19.3,11.1,20.6,31.7,9.2,6.5,3.1,64.3,2013
Citadel,18,40.3,22.6,49.7,0.455,6,16.1,0.372,13,18.4,0.707,13.8,14.6,8.3,19.6,27.8,15.6,7.5,2.2,64.2,2013
Rider,18,40,23.1,51.2,0.451,6.3,17.8,0.352,11.7,18.1,0.647,14.3,18.2,10.2,23.9,34.1,10.4,5.9,4.2,64.2,2013
Alabama State,18,40.3,23.5,57.3,0.41,5.3,17.5,0.302,11.9,19.3,0.615,13.8,18.6,12.8,24.1,36.9,11.4,5.8,3,64.2,2013
Minnesota,18,40.3,22.6,52.7,0.429,5.3,16.1,0.328,13.6,20.7,0.657,13.2,18.3,13.6,23.3,36.8,13.6,5.9,5.3,64.1,2013
West Virginia,18,40.3,21.7,52.6,0.412,6.1,17.6,0.348,14.6,21.8,0.671,13.6,19.9,11.8,20.3,32.1,12.2,6.8,3.1,64.1,2013
Georgetown,18,40.6,22.3,48.7,0.457,6.3,16.6,0.378,13.2,18.7,0.703,13.4,18.6,8.8,22.8,31.6,14.6,6.8,3.6,64,2013
Fordham,16,40,22.8,57.5,0.396,5.2,17.1,0.303,13.3,19.9,0.67,14.9,19.2,13.3,24.4,37.7,11.4,4.8,4.6,64,2013
Stephen F. Austin,18,40,23.3,49.9,0.466,4.1,12.1,0.336,13.3,21.6,0.617,11.9,16.1,10.6,24.8,35.4,14.9,6.6,4.2,63.9,2013
Virginia,18,40.3,23.7,51.9,0.456,6.6,16.6,0.396,10.1,14.1,0.713,10.3,15.8,7.9,22.1,30,13.1,5.6,3.9,63.9,2013
Seattle,18,40.6,24.7,57,0.434,5.4,17.8,0.302,9,14.4,0.625,17.6,20.1,11.9,25.8,37.8,14.2,6.9,3.2,63.8,2013
St. Francis (PA),18,41.1,22,52.6,0.418,7.6,20.7,0.365,12.3,17.9,0.684,15.5,18.3,9.6,20.9,30.5,13.3,5.8,2.1,63.8,2013
Bethune-Cookman,16,40.3,21.9,54.9,0.398,5.4,18.1,0.3,14.6,23.9,0.613,12.8,20.9,11.6,22.6,34.2,12,7.2,3.9,63.8,2013
Purdue,18,40.3,23.7,56.7,0.418,4.3,12.6,0.344,12,18.9,0.635,12.3,17,12.2,24.8,36.9,13.2,4.2,4.6,63.8,2013
Eastern Illinois,16,40.3,22.2,49.8,0.447,5.8,16.6,0.351,13.4,19.2,0.695,12.2,16.2,10.1,20,30.1,13.7,6.3,2.4,63.7,2013
Northern Iowa,18,40.3,22.1,50.3,0.44,7.7,21.7,0.354,11.8,15.3,0.768,12.2,14.4,7.6,23.2,30.8,12.6,6.4,2.3,63.7,2013
Kennesaw State,18,41.1,22.4,55.8,0.402,5.3,17.3,0.309,13.4,21.2,0.635,13.7,20.7,10.8,20.7,31.6,10.5,6.7,1.7,63.7,2013
Tennessee Tech ,16,40,20.7,51.2,0.404,5.9,18.8,0.313,16.4,22.5,0.728,16.6,21.6,11.8,21.3,33.1,11.2,5.9,3.6,63.6,2013
Utah Valley,8,40,23,52.9,0.435,5,15.5,0.323,12.6,18.2,0.692,12.2,15,9.4,24.5,33.9,12.8,7,3.6,63.6,2013
UTEP,16,40.3,21.9,49.1,0.446,6.1,17.9,0.339,13.6,20.9,0.653,11.8,16.6,8.6,23.1,31.7,14.2,5.6,3.9,63.4,2013
Samford,18,41.1,23.3,49.4,0.472,6.3,16.3,0.388,10.3,14.9,0.694,12.7,15.7,7.5,20.1,27.6,13.4,6.7,2.4,63.3,2013
Texas-San Antonio,17,40.3,21.2,55.6,0.382,7.3,22.9,0.319,13.5,20.2,0.671,11.5,16.4,11.4,19.5,30.9,9.6,6.2,1.2,63.3,2013
Brown,14,41.1,21.7,50.4,0.431,6.7,19.3,0.348,13.1,20.1,0.652,13.7,17.4,8.6,24.6,33.2,11.9,6.7,3.6,63.3,2013
San Diego,16,40.3,21.9,51.9,0.423,5.9,18,0.33,13.4,20.1,0.665,13.4,16.9,10.2,21.2,31.4,10.8,4.9,3.8,63.2,2013
Vermont,16,40,21.7,49.4,0.439,4.8,16.4,0.294,14.9,21.3,0.701,11.9,15,10.5,23.8,34.2,11.4,6.5,3,63.1,2013
Drexel,18,40.8,21.4,53.6,0.4,6.3,18.7,0.336,13.9,18.9,0.736,10.7,19.3,10.1,23,33.1,11.7,5.9,2.2,63.1,2013
Pennsylvania ,14,40,22.3,51,0.437,5.4,14.3,0.375,13.1,17.6,0.745,14.9,19.4,8.1,22.5,30.6,12.9,6,2.9,63.1,2013
Alcorn State,18,40,21.4,55.8,0.383,5.4,17.2,0.314,14.8,23.9,0.621,13.6,20.2,10.1,23.4,33.6,8.5,6.4,3.2,63,2013
Texas A&M,18,41.7,23.5,53.7,0.438,4.8,14.3,0.337,11.2,15.7,0.71,13.9,18.6,10.6,21.4,32,10.9,6.4,2.8,63,2013
SIU-Edwardsville,16,40,22.9,52.6,0.435,5.4,15.2,0.352,11.8,18.1,0.652,14.2,18.6,9.4,21.2,30.6,13,4.8,2.4,62.9,2013
Dartmouth,14,40.4,22,50.4,0.436,5.4,15.4,0.352,13.4,16.9,0.793,12.8,18.1,8,20.1,28.1,10.6,6.1,2.9,62.9,2013
IUPUI,16,40.6,24.1,54.5,0.442,6.6,18.9,0.347,8.1,12.8,0.629,11.8,16.3,6.1,20.3,26.4,12.5,5.1,2.4,62.8,2013
Coppin State,16,40.9,20.6,55.2,0.374,7.6,22.5,0.336,13.8,19.2,0.717,15.5,16.2,10.3,21.2,31.6,9.9,6.2,1.6,62.6,2013
James Madison,18,40,21.6,54.2,0.398,5.7,17.5,0.327,13.5,19.3,0.698,9.7,16.9,10.6,22.9,33.6,11.6,7.1,4.6,62.3,2013
Sam Houston State,18,40.8,20.8,54.1,0.384,6.2,18.6,0.335,14.6,21.8,0.668,13.4,20.9,12.6,23.3,35.9,13,5.6,1.7,62.3,2013
Houston Baptist,9,40.6,20.9,50.4,0.414,4.7,14.4,0.323,15.9,22.6,0.704,16.7,19.3,9.7,22.8,32.4,10,5.1,1.7,62.3,2013
Alabama,18,40.8,22.1,53.2,0.416,5.4,16.5,0.33,12.7,18.3,0.693,12.2,17.4,10.3,21.1,31.4,10.2,9.1,4.3,62.3,2013
Nevada,16,40.3,20.7,51.7,0.4,5.6,18.6,0.302,15.3,21.3,0.718,12.6,17.7,9.9,21.1,31.1,9.7,4.5,2.9,62.3,2013
Rhode Island,16,40.3,21.6,52.9,0.409,6.2,19.6,0.316,12.8,18.7,0.686,12.5,20.3,9.2,20.9,30.1,11.9,4.8,3.6,62.2,2013
Georgia Tech,17,40.3,23.4,57.6,0.407,5.6,17.2,0.325,9.8,15.5,0.633,13.6,17.6,10.4,25.1,35.5,12.1,5.5,4.1,62.2,2013
Missouri-Kansas City,16,40,23.1,52,0.445,6.6,19.2,0.342,9.4,14,0.67,14.5,18.6,8.7,20.4,29.1,10,6,3.1,62.2,2013
Wright State,16,40.6,22.6,51.8,0.435,5.7,17.2,0.33,11.4,15.6,0.731,12.9,18.6,8.5,21.6,30.1,11.6,8,2.1,62.2,2013
Georgia Southern,18,40.6,22.4,53.4,0.419,5.7,17.3,0.328,11.7,17.3,0.676,11.3,17.4,10.3,21.2,31.5,9.4,7.3,2.2,62.2,2013
Auburn,18,40.8,21.8,54.4,0.4,5.3,18.6,0.284,13.2,18.9,0.697,12.6,21.5,8.2,23.2,31.4,11.5,5.8,3.3,62,2013
Holy Cross,14,40.4,21.9,50.8,0.432,7.1,18.8,0.38,10.9,14.8,0.739,11.7,17.3,7.5,23.6,31.1,13.4,3.7,3.1,61.9,2013
Bowling Green,16,40,23.5,54.2,0.433,4.3,14,0.308,10.5,14.4,0.727,13.8,16.1,9.6,23.1,32.8,11.8,7.2,4.1,61.8,2013
Louisiana-Monroe ,20,40.2,23,52.3,0.44,6.1,17.4,0.352,9.6,16.5,0.582,15.8,19,8.8,19.6,28.4,13.8,6.8,1.2,61.7,2013
Furman,17,40,21.3,50.4,0.422,5.9,16.9,0.348,13.2,18.5,0.711,15,15.9,8.4,21.5,29.9,10.6,5.5,3.9,61.6,2013
Florida State,17,40,21.4,50,0.428,5.2,16.1,0.322,13.5,18.2,0.742,13.4,16.4,7.8,19,26.8,10.9,5.6,5.5,61.5,2013
Colgate,14,40.4,23.1,57.6,0.4,5.9,19.7,0.297,9.5,13.6,0.7,11.2,16.8,9.9,24.7,34.6,11.7,4.6,2.5,61.5,2013
Cleveland State,16,40,22.2,54.3,0.409,6.3,19.4,0.325,10.8,14.6,0.738,13.3,19.8,10.5,20.8,31.2,11.2,6.4,3.2,61.4,2013
Fairfield,18,40.3,22.6,53.5,0.423,5.7,18.2,0.312,10.5,15.8,0.665,14.1,19.8,12.2,22.6,34.8,11.8,7.3,4.2,61.4,2013
Western Illinois,16,40.3,21.7,46.2,0.47,5.8,14.1,0.413,12.2,18.5,0.659,10.3,12.8,6.4,23.7,30.1,12.5,4.9,4.2,61.4,2013
Presbyterian,16,40,22.2,51.4,0.433,6.4,17.9,0.359,10.3,13,0.793,12.2,16.1,7.2,20.2,27.4,11.8,4.2,1.4,61.2,2013
UMBC,16,40.3,21.9,55.3,0.395,7.2,20.7,0.347,10.2,16.5,0.621,12.7,19.8,9.9,21.8,31.6,11.6,7,2.1,61.2,2013
Pepperdine,16,40.3,21.3,51.5,0.414,5,14.6,0.343,13.6,18.9,0.719,13.8,16.8,9.9,22.9,32.8,11.1,5.8,2.3,61.2,2013
Milwaukee,16,40,20.6,51.1,0.403,6.9,20.7,0.335,13.1,19.4,0.674,14.2,14.8,8.8,21.8,30.6,11.2,5.7,3.7,61.1,2013
Missouri State,18,40.3,21.5,50.6,0.425,6,17.7,0.339,12.1,16.8,0.722,9.5,16.3,7.9,20.9,28.8,10.5,4,1.9,61.1,2013
Texas A&M-CC,18,40,22.2,53.2,0.418,4.9,15.5,0.319,11.6,17,0.683,11.7,19.3,9.9,20.6,30.5,11.2,6.1,3.3,61,2013
Sacramento State,20,40,21.1,51.1,0.413,4.9,15.4,0.318,13.8,18.9,0.731,11.2,15.5,9.4,22.1,31.6,11.7,4.5,2.2,61,2013
Wisconsin,18,41.1,22,54.3,0.405,7.1,22.3,0.316,9.9,16.1,0.616,9.9,14.2,10.3,25.4,35.7,11.9,4,3.8,60.9,2013
Georgia,18,40.6,19.4,47.1,0.412,5.9,15.5,0.384,16.1,22.7,0.711,14.5,17.3,9.8,24.7,34.5,11.2,5.2,4.2,60.8,2013
Troy,20,40.5,22.5,55.9,0.403,5.8,19.4,0.3,10,14.7,0.68,10.9,14.9,11.7,20.6,32.3,10.7,5.6,2.2,60.8,2013
South Carolina,18,40.5,21.2,55.7,0.38,5.9,18.8,0.313,12.6,18.6,0.677,13.8,20.1,12.1,20.1,32.2,11.1,5.6,3,60.8,2013
American University,14,40.4,21.9,50.6,0.434,6.1,17,0.357,10.8,15.6,0.693,11.4,14.4,8.9,24.9,33.8,11.9,2.8,2.1,60.7,2013
Miami (OH),16,40,22,50.2,0.438,4.2,14.8,0.284,12.5,18.4,0.68,14.5,17.6,8.8,19.4,28.2,10.9,8.1,2.1,60.7,2013
Illinois-Chicago,16,40.9,20.5,52.8,0.389,5.5,18.6,0.296,14.1,18.8,0.751,13.1,17.4,9.2,22.4,31.6,11,6.6,2.6,60.6,2013
Utah,18,40.3,22.1,52,0.425,5.3,15.3,0.345,11.1,15,0.741,12.2,15.9,7.7,22.8,30.5,12.9,5.9,2.7,60.6,2013
Southern Illinois,18,40,22.3,51.1,0.436,4.6,14.7,0.313,11.4,17.9,0.635,11.2,16.8,8.8,18.3,27.1,9.2,7.5,1.4,60.6,2013
Lamar,18,40.6,22.2,55.6,0.399,1.8,5.5,0.323,14.4,20.5,0.705,17.8,16.8,11.2,25.2,36.4,11.5,3.7,4.3,60.6,2013
Florida A&M,16,40.9,21.3,55.7,0.383,5.2,16.6,0.312,12.6,19.7,0.641,15.2,19.5,10.9,21.7,32.6,10.2,8.1,3.3,60.4,2013
Hartford,16,40,20.4,50.6,0.404,7.9,24.1,0.329,11.5,16.3,0.705,13.7,19.2,8.6,20.8,29.4,12.8,8.4,1.9,60.3,2013
Idaho State,20,40.5,20.8,50,0.416,5.5,16.9,0.324,13.2,19.2,0.683,11.4,15.7,8.2,21.1,29.2,10.6,7.5,3.1,60.2,2013
Prairie View A&M,18,40.3,22.7,60.8,0.373,3.3,13.7,0.243,11.6,19.8,0.583,13.8,19.5,16.2,23.3,39.6,9.4,6.6,2.8,60.2,2013
Vanderbilt,18,40.3,20.1,50.3,0.398,7.9,22.7,0.348,12.2,18.4,0.665,12,15.8,9.1,23.6,32.7,12.2,3.8,3.6,60.2,2013
Cincinnati,17,40.6,19.7,53.2,0.37,6.4,22.1,0.287,14.4,21.6,0.665,12.1,18.1,12.4,23,35.4,10.4,5.1,5.5,60.1,2013
Siena,18,40,20.3,50.2,0.405,5.3,16.3,0.328,14.1,19.7,0.718,14.9,15.2,9.6,22,31.6,10.6,5.8,3,60.1,2013
Manhattan,18,40.6,20.3,47.8,0.424,5.9,17.4,0.342,13.5,20.6,0.655,15.1,21.7,10.2,23.1,33.3,11.2,6.2,4.8,60,2013
Winthrop,16,40,20.9,48.6,0.43,5.9,16.9,0.352,12.2,17.8,0.688,12.8,17.5,7.5,22.4,29.9,10.2,4.2,2.1,59.9,2013
Seton Hall,18,40,20.8,50.7,0.411,7.5,21.1,0.355,10.7,16.5,0.65,15.9,20.7,9.7,21.4,31.1,12.8,5.7,2.1,59.9,2013
Texas-RGV,8,40,20.8,50,0.415,5.4,14.8,0.364,13,20.5,0.634,13.1,15.9,7.8,23.1,30.9,10.2,6.8,1.8,59.9,2013
UC Riverside,18,40.3,22.3,51.2,0.436,5,16.1,0.31,10.1,16.2,0.623,13.6,15.8,8.6,22.9,31.5,12.6,5.4,3,59.8,2013
Rice,16,40,20.4,52.4,0.389,7.5,23,0.326,11.5,15.6,0.739,10,19.2,6.6,17.2,23.8,11.5,6.3,0.5,59.8,2013
Rutgers,18,40,21.9,53.7,0.408,5.1,14.1,0.362,10.6,15.6,0.682,13.7,20.1,11.9,20.3,32.3,11.5,6.1,3,59.6,2013
Loyola Marymount,16,40.3,20.4,55.8,0.365,5.1,17.4,0.294,13.6,18.4,0.736,12.4,18.8,11.3,19.4,30.7,8.8,7.6,2.9,59.4,2013
Portland,16,40.3,21.2,53.2,0.4,4.3,12.8,0.337,12.6,18.4,0.687,14.9,16.6,12,22,34,11.4,6.4,4.1,59.4,2013
St. John's,18,38.3,22.1,55.7,0.397,3.6,13.8,0.258,11.3,17.3,0.656,11.2,15.8,10.6,23.6,34.2,11.3,5.9,5.7,59.1,2013
Mississippi State,18,40.6,20.2,51.4,0.393,5.1,17.8,0.284,13.4,20.3,0.658,16.8,16.8,8.3,20.8,29.1,10,7.2,3.6,58.9,2013
Columbia,14,40,20.5,49.9,0.411,5.5,17.1,0.321,12.4,16.9,0.73,11.1,19.6,9.4,19.7,29.1,10.5,5.5,1.9,58.9,2013
Penn State,18,40,20.6,53.8,0.382,4.8,16,0.299,12.9,18.4,0.704,12.2,22.6,9.7,22.7,32.3,9.8,5.1,3.3,58.8,2013
Northern Kentucky,17,40,20.5,49.1,0.417,8.3,22.5,0.369,9.6,13.2,0.724,10.4,14.4,7.2,19.6,26.9,12.8,6.5,1.8,58.8,2013
South Carolina State,16,40.6,21.9,56.8,0.385,3.9,16.4,0.236,11.2,17.7,0.633,15.4,18.2,13.4,22.8,36.2,11.8,6.4,3.8,58.8,2013
Texas Tech,18,40.3,20.7,52.1,0.397,4.5,15.6,0.289,12.6,19.8,0.635,14,20.8,9.2,19.1,28.3,10.1,6.9,2.4,58.4,2013
Delaware State,16,40.6,20.6,50.8,0.405,4.9,17.8,0.277,12.1,16.9,0.719,13.9,15.6,10.7,21,31.7,9.6,6.7,5.7,58.2,2013
Fresno State,16,40.6,19.6,51.8,0.379,6.2,18,0.344,12.6,19,0.664,10.9,19.5,9.9,22.2,32.1,9.2,6.6,3.2,58.1,2013
