Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Temple,18,40.6,24.8,60.7,0.409,6.3,19.3,0.326,14.1,18.9,0.744,11.1,17.4,11.8,21.2,33,12.1,5.9,2.5,70,2014
Saint Joseph's,16,40,24.2,50.9,0.476,7.2,19.4,0.37,14.2,22.4,0.635,12.8,15.6,8.4,24.6,33.1,14.2,4.6,5.2,69.9,2014
Brown,14,40.7,24.5,57.8,0.424,5.9,16.3,0.364,15,21.3,0.705,11.3,20,10.5,27,37.5,13,5.4,4.9,69.9,2014
Liberty,16,40,25.7,56.1,0.458,5.2,14.9,0.347,13.3,19.3,0.689,12.9,16.4,12.3,24,36.3,13.2,4.5,3.4,69.9,2014
UNC Greensboro,16,40.6,25.1,58.1,0.432,4.8,14.2,0.338,14.8,21.4,0.688,13.7,22,10.1,25.8,35.8,10.8,5.8,2.9,69.8,2014
Missouri-Kansas City,16,40,24.2,56.4,0.43,6.2,18.4,0.336,15.1,23.8,0.637,11.1,19.6,9.2,22.6,31.8,11.5,5.8,2.6,69.8,2014
Nevada,18,41.7,24.7,57.7,0.428,6.7,20.1,0.331,13.6,19.4,0.7,9.2,17.7,10.6,24.2,34.7,11.1,4.4,5.4,69.7,2014
Duquesne,16,40,23.9,56.2,0.424,7.9,20.8,0.38,14,20.9,0.669,11.9,17.9,9.7,23.4,33.1,15.2,6.9,2.8,69.6,2014
UNLV,18,40.6,24.4,57.6,0.423,5.9,19.1,0.312,14.9,21.6,0.691,9.3,15.4,12,25.2,37.2,12.2,4.7,6.1,69.6,2014
Southeastern Louisiana,18,40.6,23.1,50.6,0.457,7.2,17.9,0.404,16.2,23,0.703,11.9,19.4,7,22.3,29.3,11.3,4.3,4.3,69.6,2014
Central Michigan,18,41.1,23.3,55.8,0.418,8.3,25.1,0.33,14.7,21.9,0.67,11.1,19.5,9.7,19.1,28.8,11.2,7.4,0.9,69.6,2014
Stony Brook,16,40,24.6,54.2,0.454,5.9,16.3,0.36,14.4,20.2,0.713,12,18.1,11.1,23.9,35.1,13.4,5.9,2.6,69.6,2014
Maryland,18,40.8,24.1,57.1,0.422,7.2,22,0.328,14.1,20.1,0.702,11.9,20.7,10.4,25,35.4,11.1,6.1,3.8,69.6,2014
Pittsburgh,18,41.4,23.1,51.9,0.445,5.3,13.9,0.378,18.1,25.6,0.705,11.1,18.2,11.5,22.2,33.7,14.7,6.9,2.8,69.6,2014
Florida A&M,16,40.3,24.2,61.2,0.396,6.3,20.1,0.315,14.7,22.9,0.642,15.3,23.7,14.9,24.9,39.8,11.6,6.4,4.7,69.5,2014
Long Island,16,40.3,25.2,58.8,0.428,7.2,21.6,0.333,11.9,17,0.702,12.6,16.4,11.1,23.7,34.8,13.6,3.7,2.1,69.5,2014
UAB,16,40.3,24.6,60,0.41,4.9,16.7,0.292,15.4,24.9,0.618,12.4,17.7,14.8,25.8,40.5,11.9,6.1,4.2,69.5,2014
Southern Methodist,18,40,24.5,51.5,0.476,4.2,12.1,0.344,16.2,23.3,0.695,14,19.9,9.9,23.6,33.5,14.3,7.9,4.3,69.4,2014
Lafayette,18,40,25,52.9,0.473,6.7,16.6,0.405,12.7,17.2,0.738,11.7,17.8,7.6,20.2,27.7,13.2,5.3,2.2,69.4,2014
Tennessee,18,40.2,24.1,54.8,0.44,6.1,18.3,0.331,15.1,20.7,0.731,11.5,16.3,12.8,25.6,38.4,12.6,4.9,4.6,69.4,2014
Maine,16,40,25.1,56.6,0.444,5.8,17.9,0.321,13.4,19,0.704,15.6,20.4,8.9,23.9,32.8,14.4,7,2.1,69.4,2014
Nicholls State,18,40.6,24,52.1,0.461,6.2,19.2,0.324,15.1,22.5,0.672,12,22.2,8.1,21.4,29.4,13.2,5.6,2.5,69.3,2014
Loyola Marymount,18,40.3,24.9,58,0.429,4.7,14.6,0.323,14.7,19.5,0.755,11.7,19.1,9.6,20,29.6,11.6,7.2,4.1,69.2,2014
UTEP,16,40,24.2,49.5,0.489,4.5,12.6,0.358,16.3,23.9,0.681,13.1,17,9.7,25.3,35,14.2,5.2,4.1,69.2,2014
Longwood,16,40,25.8,59.7,0.431,6.1,17.4,0.351,11.5,15.8,0.73,11.8,18.8,10.7,20.9,31.6,13.4,6.8,1.4,69.1,2014
Wofford,16,40.3,25.2,55.3,0.455,5.7,14.6,0.389,13,19.1,0.68,9.1,16.8,10.1,21.9,32,12.7,6.5,1.8,69.1,2014
Saint Mary's,18,40.3,22.2,51.4,0.431,6.4,18.3,0.348,18.3,25.7,0.713,10.6,19,10.2,21.5,31.7,10.7,5.8,3,69.1,2014
Auburn,18,40,23.1,54.9,0.421,5.9,18.7,0.315,16.9,23,0.734,12,23.1,10.2,21,31.2,10.4,6.4,3.8,69,2014
Cal State Fullerton,16,40.3,23.5,54.9,0.428,6.6,18.8,0.349,15.4,23.6,0.655,11.6,19.4,10,21.9,31.9,10.6,4.7,1.8,69,2014
Colorado,18,40.8,23.2,53.9,0.429,4.8,15.2,0.318,17.8,24.8,0.717,13.6,16.2,11,25.2,36.2,11.1,5.7,4,68.9,2014
Drexel,16,41,23.8,56.2,0.423,5.4,16.2,0.332,15.9,21.1,0.754,7.9,19.8,10.1,22.9,33,11.7,4.5,4.1,68.9,2014
Coppin State,16,40.3,22.8,58.3,0.39,8.2,24.2,0.338,15.2,21.1,0.721,12,16.3,11.9,21.1,32.9,12.9,5.8,2,68.9,2014
Saint Louis,16,40.6,23.7,52.9,0.447,5.4,17.2,0.316,16.1,23,0.698,13.6,17.4,8.4,26.5,34.9,13.6,6.7,3.8,68.9,2014
Dayton,16,40,23.6,53.6,0.441,6.2,17.1,0.365,15.4,21.4,0.717,12.3,20.2,10.6,21.9,32.5,11.9,5.1,2.6,68.9,2014
Colorado State,18,40,22.3,54.9,0.405,5.7,17.1,0.332,18.5,25.4,0.727,9.7,18.8,12.1,23.6,35.7,11.4,4.3,2.8,68.7,2014
Western Kentucky,18,40.8,23.3,56.5,0.412,7.3,21.6,0.34,14.8,23.4,0.632,13.1,19.5,11.9,24.7,36.6,10.7,5,1.8,68.7,2014
Georgia Southern,16,40.3,24.1,55.7,0.433,6.9,20.1,0.343,13.5,21.6,0.626,12.2,17.9,10.8,23.5,34.3,9.1,5.9,1.9,68.6,2014
Hofstra,16,40,22.8,55.8,0.408,7.4,21.4,0.348,15.7,23.2,0.675,10.9,19.5,11.8,22.6,34.3,10.6,4.6,3.5,68.6,2014
Monmouth,20,40.8,24.6,57.5,0.428,4.8,15,0.323,14.6,23.2,0.627,14.8,22.7,11.7,23.9,35.5,12.1,6.8,3,68.6,2014
Northern Arizona,20,40.2,24.9,52.2,0.478,5.2,13.8,0.382,13.4,19.1,0.702,11.6,18,9.3,22.3,31.6,10.7,6.3,4.5,68.6,2014
Rutgers,18,40,24.3,58.7,0.414,5.5,17.1,0.321,14.4,20.2,0.713,12.4,20.4,11.3,21.6,32.9,12.3,5.4,4.1,68.6,2014
Purdue,18,41.7,24.1,59.3,0.406,5.3,16.9,0.311,14.9,21.8,0.684,12.3,20.4,13.2,25.3,38.6,12.7,4.6,4.4,68.4,2014
Norfolk State,16,40.3,23.4,53.1,0.442,5.6,16.1,0.345,16,23.8,0.674,14.3,19.6,12.3,24.6,36.9,13,5.6,4,68.4,2014
Mississippi Valley State,18,40,23.7,57.7,0.411,5.4,19.3,0.282,15.5,23.1,0.671,15.4,21.6,11.3,24.1,35.3,10.1,7.6,2.1,68.4,2014
San Diego State,18,40.3,23.6,55.2,0.428,4.2,13.6,0.307,16.9,25.8,0.656,9.4,16.2,12.6,22.5,35.1,9.1,7.3,4.9,68.3,2014
Cal State Bakersfield,16,40,23.8,55.4,0.43,5.9,16.1,0.364,14.8,21.5,0.689,12.6,21.3,11.1,22.5,33.6,12.4,6.2,3.4,68.3,2014
Northern Kentucky,18,40.3,23.7,53.3,0.444,7.6,21.2,0.357,13.4,18.1,0.742,11.4,20.4,8.6,22.3,30.8,10.8,5.3,2.9,68.3,2014
NC State,18,40.6,24.6,56.1,0.438,4.6,14.9,0.305,14.6,21.9,0.663,11.1,18.8,11.8,21.5,33.3,11.7,4.6,3.7,68.2,2014
Seton Hall,18,40.6,23.6,51.4,0.459,7.6,20,0.378,13.4,19.3,0.695,12,18.8,6.7,21.8,28.5,13.6,6.6,2.5,68.2,2014
USC,18,40.6,24.3,57,0.426,4.2,14.9,0.28,15.4,22.6,0.685,14.5,20.9,9.8,24.1,33.9,11.4,5.3,3.8,68.2,2014
Charlotte,16,40.3,25.2,56.6,0.445,5.9,17.4,0.338,11.9,19.2,0.617,15.4,18.7,11.4,25.4,36.8,14.5,6,2.1,68.1,2014
Santa Clara,18,40.3,23.1,55.9,0.414,7.3,20.5,0.358,14.6,19.3,0.753,10.2,20.8,9.1,21.3,30.4,11.6,5.9,4.4,68.1,2014
Milwaukee,16,40.7,22.2,53.6,0.415,6.7,21.8,0.307,16.9,24.2,0.696,14.2,18.8,9.7,23.5,33.2,13.4,6.1,2.7,68.1,2014
Little Rock,18,40.8,23.4,56.1,0.417,4.4,15,0.296,16.8,22.6,0.744,12.8,21.1,10.6,22.8,33.4,11,5.9,4.5,68.1,2014
Minnesota,18,41.1,23.9,51.7,0.463,6.2,17.9,0.345,13.7,18.8,0.728,12.9,19.8,8.6,22.2,30.8,13.1,6.8,3.8,68.1,2014
Colgate,18,40.6,24.9,51.3,0.485,7.4,19.6,0.38,10.8,14.9,0.724,11.3,16.8,6.8,22,28.8,13.3,4.7,2.1,68,2014
UC Davis,16,40.3,22.6,52.9,0.427,8.1,22.1,0.368,14.8,21.4,0.69,11.1,18.8,7.9,17.8,25.7,11,4.9,2.2,68,2014
Sacred Heart,16,40,24.2,60.8,0.398,6,19.5,0.308,13.6,19.6,0.693,11.9,18.4,13.6,22.8,36.4,11.4,5.2,2.5,67.9,2014
Campbell,16,40.3,24.2,55.2,0.439,9.1,25.9,0.352,10.2,14.8,0.695,12.7,17.1,9.9,21.2,31.2,13.9,5.6,4.6,67.9,2014
Texas-San Antonio,16,40.3,22.2,54.4,0.408,6.1,18.2,0.332,17.4,25.6,0.68,14.8,21.3,12.6,23.2,35.8,10.8,6.1,1.8,67.9,2014
Princeton,14,40.7,23.2,52.7,0.44,8,23.6,0.339,13.4,18.5,0.722,11.7,17.6,7.7,24.6,32.3,13.6,7,3.9,67.8,2014
UCF,18,40.6,24.1,57.9,0.416,5.9,20.1,0.296,13.7,21.3,0.643,14,18.1,13.6,21.2,34.8,11.3,6.5,4.3,67.8,2014
Rhode Island,16,40.3,23.8,52.4,0.453,4.5,13.5,0.333,15.6,24,0.651,13.5,20.5,10.1,23.7,33.8,12.5,4.5,5.6,67.6,2014
Illinois State,18,40.8,22.8,53.9,0.422,7.2,22.8,0.316,14.8,21.3,0.697,12.1,19.7,8.9,23.7,32.6,11.7,8.2,4.9,67.6,2014
Denver,14,40,23.5,47.3,0.497,8.8,20.2,0.435,11.8,16.5,0.714,9.3,20,5.4,17.5,22.9,15,7.4,3,67.6,2014
Texas-RGV,16,41.5,24.2,56.6,0.428,4.6,15.9,0.29,14.4,21.2,0.681,12,20.2,9.5,22.7,32.2,13.1,7.2,2,67.6,2014
Houston Baptist,18,40.3,23.7,56,0.424,5.1,14.9,0.342,14.9,22.8,0.655,15.5,21.6,11.3,23.6,34.9,12.8,5.6,2.2,67.5,2014
Georgia,18,40.6,21.1,51,0.414,5.6,15.1,0.369,19.7,28.8,0.685,13.1,18.7,12.2,25.2,37.3,10.4,4.8,4.7,67.5,2014
Virginia,18,40.3,23.7,52.2,0.454,5.9,15.1,0.395,14,21.1,0.665,8.3,16.4,10.4,23.7,34.1,14,5.2,3.6,67.4,2014
Detroit,16,40.6,23.5,56.8,0.414,5.4,17.6,0.305,15,21.4,0.702,13.1,20.8,11.4,22.9,34.3,10.5,7.1,4.3,67.4,2014
Fordham,16,40.3,23.2,61.5,0.378,7,23.4,0.299,13.9,19.3,0.718,11.6,20.6,13.6,22.3,35.9,11.4,6.5,4,67.4,2014
North Texas,16,40,23.9,56.6,0.423,4.9,14.9,0.331,14.6,21.4,0.679,12.5,20.7,10.6,22.4,32.9,10.3,6.8,3.4,67.4,2014
Abilene Christian,14,41.1,21.4,48.9,0.439,6.8,16.2,0.419,17.7,23.2,0.763,15.8,20.9,7.2,20.7,27.9,10.5,6.6,1.5,67.4,2014
Georgetown,18,40.6,23.1,52,0.443,5.4,16.1,0.338,15.8,21.8,0.724,11.1,21.8,8.6,22.8,31.4,12.2,5.5,4.4,67.3,2014
Florida State,18,40,22.6,50.3,0.449,5.8,14.7,0.398,16.2,22.1,0.736,12.4,17.5,9.9,21.6,31.5,9.4,4.6,4.8,67.3,2014
South Dakota,14,40,22.4,50.6,0.441,5.9,15.4,0.384,16.6,20.5,0.808,12.1,16.9,6.6,22.7,29.4,10.9,5,3.3,67.2,2014
Maryland-Eastern Shore,16,40,21.7,52.8,0.411,5.9,17,0.349,17.8,23.9,0.742,12.6,19.8,11.1,20.3,31.4,10.8,5.9,2,67.1,2014
DePaul,18,40.8,22.7,55.2,0.412,6.3,18.7,0.336,15.3,22.5,0.679,13.5,22.8,10.4,20.3,30.7,10.3,6.6,4.1,67,2014
South Carolina,18,40,21.8,53.5,0.407,6.1,16.4,0.373,17.3,24.4,0.711,15.2,23.4,12.8,20.4,33.2,11.5,7.1,3.8,67,2014
Middle Tennessee State,16,40.3,23.8,52.4,0.455,5.6,15.3,0.367,13.6,20.2,0.672,12.5,18.4,10,23.1,33.1,13.2,7.8,4.6,66.8,2014
Cincinnati,18,40,22.6,53.1,0.426,5.9,18.2,0.327,15.6,21.6,0.72,11.2,16.7,11.2,22.3,33.6,12.7,7.6,5.3,66.7,2014
Missouri State,18,40.6,22.7,51.6,0.441,6.9,19.4,0.358,14.3,20.3,0.707,10.8,20.2,8.1,21.3,29.4,12.5,4.5,2.6,66.7,2014
Evansville,18,40.6,22.6,49.8,0.454,4.3,12.3,0.353,17.1,24,0.713,13,19.2,7.8,22.7,30.5,14.1,5.3,3.4,66.7,2014
Boston College,18,40.6,21.8,48.7,0.447,8.2,21.3,0.385,14.7,20.7,0.712,10.2,18.3,8.1,20.1,28.1,12.3,4.8,2.6,66.5,2014
Ohio State,18,40.6,22.8,52.4,0.435,5.2,16.5,0.316,15.6,22.3,0.701,11.1,17.2,8.3,21.9,30.2,11.3,7.7,3.9,66.5,2014
Akron,18,40.6,23.4,54.7,0.428,6.7,20.1,0.335,13,20.4,0.636,12.6,16.9,11.2,23.4,34.6,11,6.4,4.2,66.5,2014
Indiana State,18,40,21.6,51.6,0.418,6.4,20.8,0.307,16.9,23.7,0.714,11.1,18,8.8,25.1,33.8,12.2,5,4.1,66.4,2014
Alabama A&M ,18,40.8,22.2,51.7,0.43,6.1,18.3,0.334,15.8,23.7,0.665,13.6,21.5,10.1,23.8,33.9,13.1,5.8,3.8,66.3,2014
Jackson State,18,40.6,22.8,54.5,0.419,3.7,13.2,0.278,17,23,0.739,14.7,21.8,12.1,23,35.1,9.8,6.1,2.8,66.3,2014
UC Irvine,16,40.6,24.3,53.1,0.458,5.8,16.4,0.354,11.9,18.2,0.653,11.7,18.2,10.4,26.1,36.4,14.2,5.6,6.2,66.3,2014
Fairfield,20,40,23,56.8,0.405,7.3,21.1,0.348,12.9,18.9,0.683,14,22.9,11.3,23.4,34.8,11.8,4.2,3.6,66.3,2014
South Alabama,18,40.3,22.8,56.6,0.402,7.3,23.8,0.308,13.4,19.4,0.691,12.1,19.5,11,24,35,11.4,4.5,4.1,66.3,2014
Notre Dame,18,41.1,25,56.3,0.444,6.9,20.4,0.338,9.4,14.2,0.663,10.4,16.4,10.3,21.1,31.3,13.2,4.7,2.4,66.3,2014
Columbia,14,40.7,20.9,47.6,0.438,6.7,19.8,0.339,17.8,22.4,0.796,11.8,19.4,7.3,23.1,30.4,11.3,5,2.6,66.2,2014
St. Francis (PA),16,40,23.8,53.7,0.442,7.2,21.2,0.342,11.4,17.4,0.658,11.8,14.2,8.7,20.9,29.6,12.2,5.7,2.8,66.2,2014
Florida International,16,40,23.9,53.6,0.446,4.9,15.7,0.311,13.6,20.4,0.664,13.5,18.2,9.7,22.4,32.1,10.6,7.4,3.9,66.2,2014
Indiana,18,40.3,22.7,52.3,0.433,5.9,16.1,0.366,14.9,20.2,0.736,14.4,17.9,9.8,23.4,33.3,10.7,5.4,3.5,66.1,2014
Kent State,18,40.5,23.5,55.6,0.423,7.1,21.1,0.335,12,17.7,0.677,13.1,21.4,9.6,21.9,31.4,11.6,6.1,3.5,66.1,2014
Utah State,18,40.3,23.9,55.1,0.434,6.7,16.8,0.399,11.3,15.5,0.731,10.4,17.7,9.7,25.1,34.8,15.3,3.6,3.2,65.9,2014
American University,18,40,23.4,46.4,0.504,6.7,16.5,0.404,12.5,16.8,0.743,13.6,16.5,6.6,22.2,28.7,15.9,6.2,3.8,65.9,2014
Kennesaw State,18,40,22.8,52.1,0.438,5.8,16.3,0.358,14.4,22,0.654,15.2,21.9,9.7,21.4,31.1,10.8,5.3,2.9,65.9,2014
Southern Illinois,18,40.3,22.7,50.6,0.448,5.1,14.1,0.36,15.5,23.1,0.671,11.6,18.4,11.4,20.6,31.9,10.3,7,2.1,65.9,2014
Presbyterian,16,40,24,53.2,0.451,5.5,16.8,0.328,12.4,17.6,0.702,12.4,15.1,6.4,22.9,29.2,10.2,4.1,3.4,65.9,2014
Valparaiso,16,40,21.8,47.9,0.454,6.4,17.6,0.363,15.9,21.9,0.726,14.9,20.2,8.1,25,33.1,11.6,5.1,5.4,65.8,2014
Arkansas-Pine Bluff ,18,40,21.8,50.3,0.433,6.2,17.5,0.356,15.9,24.4,0.654,14,18.2,9.1,22.8,31.9,11.2,8.8,2.1,65.7,2014
Miami (OH),18,40.6,23.5,53.6,0.438,5.1,15.6,0.329,13.6,17.5,0.778,13.3,17.5,7.9,21.8,29.8,12.6,9.3,1.7,65.7,2014
Bucknell,18,40,22.7,54.4,0.417,6.2,16.9,0.367,13.9,18.7,0.745,10.8,17.2,9.9,26.2,36.1,11.4,4.8,2.2,65.6,2014
Wake Forest,18,40,22.1,49,0.45,4.6,14.7,0.314,16.9,25.5,0.662,12.4,19.6,7.5,20.5,28,12.7,5.7,3.3,65.6,2014
Utah Valley,16,40.3,21.8,51.9,0.419,6.4,19.5,0.33,15.6,20.8,0.753,9.6,15.6,8.9,24.9,33.8,13.4,4.2,2.8,65.6,2014
Lehigh,18,41.1,23.6,55.2,0.427,6.4,17.1,0.377,11.9,16.2,0.736,12.1,17.1,8.4,23.9,32.3,13,4.7,3.8,65.5,2014
Albany,16,40.9,22.2,51.2,0.433,5.4,14.4,0.374,15.8,21.8,0.722,13.7,17.3,10.7,22.6,33.3,11.1,5.6,2.9,65.5,2014
Alcorn State,18,40.6,22.7,51,0.444,4.4,13.6,0.324,15.7,23.6,0.664,10.6,18.3,8.1,21.6,29.7,9.4,4.9,3.4,65.4,2014
Montana State,20,40.2,22.4,51.8,0.434,5.2,15.2,0.347,15.2,21.6,0.705,11,16.8,8.2,20.9,29.1,9.2,6,1.4,65.3,2014
Penn State,18,40.3,22.5,55.4,0.406,5.6,18.9,0.294,14.8,20.2,0.733,10.9,21.3,10.3,21.9,32.2,9.6,4.4,4.4,65.3,2014
Lamar,18,40,22.4,52.4,0.427,2.7,9.7,0.274,17.9,23.9,0.747,14.1,18.4,9.6,21.3,30.9,11.3,5.6,2.8,65.3,2014
La Salle,16,40.6,22.2,54.8,0.405,5.9,17.6,0.338,14.9,20.8,0.718,12.9,16.8,10.4,23.8,34.1,12.4,5.9,3.4,65.2,2014
Wright State,16,40,21.5,49.9,0.431,6.4,17.6,0.363,15.8,21.3,0.742,12.6,19.6,7,21.5,28.5,13.6,6.6,3.1,65.2,2014
Grambling State,18,40,22.4,50.4,0.444,6.2,18,0.343,14.2,21.5,0.661,15.2,18.1,9.2,19.7,28.9,9.9,5.3,1.6,65.2,2014
Appalachian State,16,40.3,22.6,53.6,0.421,4.2,13.4,0.316,15.8,25.2,0.625,12.1,19.4,10.9,22.3,33.2,10.4,5.9,2.2,65.1,2014
Butler,18,41.4,22.8,55.4,0.411,5.8,18.6,0.313,13.7,20.4,0.671,9.8,16.8,10.2,21.3,31.6,11.1,5.3,1.8,65.1,2014
Alabama,18,40,22.1,50.8,0.434,5.7,17.3,0.331,15.2,22.3,0.681,11.4,19.6,8.7,21.7,30.4,11.1,5.8,3.8,65,2014
N.J.I.T.,1,45,17,54,0.315,8,30,0.267,23,29,0.793,18,22,14,22,36,11,8,4,65,2014
Hartford,16,40.3,22.3,49.5,0.451,8.6,22.8,0.376,11.7,17.1,0.685,12.6,18.1,6.8,19.3,26.1,13.6,6.1,1.9,64.9,2014
Pennsylvania ,14,40,23.9,50.9,0.469,3.4,13.3,0.258,13.7,20,0.686,15.5,21.7,7.9,22.8,30.6,12.9,5.1,3.3,64.9,2014
Dartmouth,14,40.4,21.9,52.8,0.414,5.9,15.1,0.387,15.2,22.1,0.689,11.4,20.1,9.6,20.4,30,10.8,6.1,2.5,64.8,2014
Holy Cross,18,40,21.9,51.6,0.425,6,17.8,0.336,14.9,20.3,0.732,10.7,15.7,10.2,22.4,32.6,10.4,6,4.1,64.8,2014
Ball State,18,41.4,21.4,53.3,0.403,6.1,20.2,0.303,15.7,22.7,0.694,17.3,21.1,12.3,24.6,36.8,12.2,4.6,2.4,64.7,2014
Mississippi State,18,40.3,22.3,52.9,0.422,4.6,15.5,0.297,15.4,22.7,0.68,13.6,17.2,8.6,21.8,30.4,11.7,6.4,2.7,64.7,2014
Marshall,16,40,22.8,57,0.4,5.2,18.1,0.29,13.8,21.1,0.653,12.6,18.1,12.4,22.4,34.8,11.1,5.7,2.8,64.6,2014
Florida Atlantic ,16,40,22.9,54.4,0.42,7.1,21.1,0.334,11.8,17.6,0.667,12.6,18.1,10.6,22.4,33,12,4.9,5.2,64.6,2014
Citadel,16,40.6,23.2,52.5,0.443,6.1,16.3,0.372,12,17.1,0.701,10.7,17,7.7,22.1,29.8,12.9,3.7,3,64.6,2014
Savannah State,16,40.9,21.9,49.3,0.444,4.9,15.3,0.322,15.9,23.4,0.677,16.4,19.6,10.3,22.8,33.1,10.5,7.9,5.3,64.6,2014
Drake,18,40,21.3,47.6,0.447,7.7,19.6,0.392,14.3,20.4,0.703,12.6,18.3,6.8,22.3,29.2,12,4.3,2.6,64.6,2014
Texas Tech,18,40.3,22.4,51.1,0.439,4.4,14.3,0.311,15.3,21.4,0.712,11.8,19.5,10.9,20.1,31.1,10.9,5.9,3.1,64.5,2014
Richmond,16,40.3,21.6,53.8,0.402,6.4,19.1,0.334,14.8,21.4,0.691,10.1,18.1,9.2,22.8,32,9.6,4.8,4.1,64.4,2014
Northeastern,16,40.9,22.6,52.8,0.429,5.4,15.9,0.339,13.8,21.3,0.645,12.1,16.8,9.9,23.6,33.5,11.6,5.2,3.2,64.3,2014
Yale,14,40.4,19.3,48.1,0.401,4.2,14.3,0.295,21.4,30.8,0.696,13.2,19.4,11.5,24.6,36.1,10.4,5.4,4.4,64.2,2014
San Diego,18,40,21.8,49.3,0.442,6.7,16.2,0.411,13.9,20.3,0.688,12.1,17.8,8.4,20.9,29.3,10.9,5.3,4.3,64.2,2014
Furman,16,40.3,22.2,49.6,0.447,4.9,15.5,0.319,14.8,22.4,0.66,14.1,17.4,7.6,22.4,30,9.7,5,3.4,64.1,2014
Loyola (IL),18,40.6,22.7,50.1,0.453,6.2,18.2,0.339,12.4,18,0.688,13.3,19.8,7.7,22.7,30.4,12.3,5.6,2.9,63.9,2014
Louisiana-Monroe ,18,40.8,22.8,53,0.431,5.7,17.6,0.326,12.2,19.8,0.615,11.8,18.1,9.6,22.8,32.4,12.1,5.1,3.9,63.8,2014
Illinois-Chicago,16,40,21.6,52.9,0.407,5.2,16.3,0.322,15.2,21.4,0.708,13.1,22.2,10.6,23.1,33.8,11.6,5,1.8,63.6,2014
Nebraska,18,40,21.6,51.2,0.421,5.9,18.1,0.329,14.5,20.2,0.717,11.3,18.9,7.7,24.7,32.3,9.1,6.1,2.8,63.6,2014
North Carolina A&T,16,40.9,17.9,49.4,0.363,5.1,17.7,0.29,22.5,31.4,0.717,14.6,22.4,11.1,24.6,35.7,8.3,4.4,4.2,63.5,2014
Eastern Michigan,18,40.6,21.3,54.6,0.39,4.4,15.4,0.285,16.5,23.9,0.691,12.2,18.9,11.9,24.2,36.2,9.2,8.6,5.7,63.4,2014
Charleston,16,40.9,22.2,53.7,0.413,7.6,19.9,0.382,11.2,16.8,0.665,12.8,19.5,12.2,24.9,37.1,10.2,4.9,4.1,63.2,2014
Howard,16,40.6,19.5,48.3,0.404,5.8,16,0.359,18.4,27,0.681,18.5,22.7,9.4,22.9,32.4,7.5,5.3,3.7,63.1,2014
Stetson,18,40.5,21.9,51.1,0.429,4.7,16.9,0.279,14.4,21.6,0.668,11.9,16.2,8.6,20.4,29,12,5.8,3.9,63,2014
James Madison,16,40.3,21.4,52.9,0.405,4.8,17.3,0.278,15.2,23.1,0.657,10.6,19.4,10.6,21.3,31.9,9,6.2,3.5,62.9,2014
East Carolina,16,40,20.7,51.2,0.404,7.9,22.8,0.348,13.4,19,0.707,11.6,17.1,9.2,21.1,30.3,12,5.9,2.8,62.8,2014
South Florida,18,40.3,22.8,54.7,0.418,2.8,11.2,0.248,14.2,21,0.677,12.9,17.9,11.2,22.1,33.3,12.3,5.1,2.8,62.7,2014
Syracuse,18,40.6,22.7,54.5,0.416,4.6,14.4,0.317,12.8,17.9,0.712,7.9,15.2,12.7,21.7,34.3,10.5,6.7,4.9,62.7,2014
IUPUI,14,40,23.1,52.4,0.441,4.1,13.5,0.307,12.2,16.4,0.747,10.6,15.1,6.5,20.6,27.1,9.6,3.8,2.1,62.6,2014
Georgia Tech,18,40.3,22.9,53.7,0.427,5.5,16.5,0.333,11.2,16.8,0.666,11.5,17.1,9.7,22.3,32,12.3,4.4,3.8,62.6,2014
Delaware State,17,40.6,21.3,49,0.435,5.1,16.4,0.313,14.8,21.2,0.698,11.5,17.6,8.7,20.5,29.2,12.5,5.1,3.9,62.5,2014
Wyoming,18,40.8,21.7,46.4,0.467,5.2,15.4,0.339,13.9,19.2,0.728,9.2,16.8,4.6,21.4,26,11.9,4.9,3.8,62.5,2014
UMBC,16,40.6,20.8,52.5,0.396,5.4,19.1,0.285,15.4,23.2,0.666,14.4,22.6,9.9,20.6,30.4,11,7.9,2.8,62.5,2014
Jacksonville State,16,40,20.9,51.2,0.409,5,17.3,0.289,15.6,22.4,0.696,11.4,19,9.6,18.9,28.6,10.8,7,3.7,62.4,2014
Bethune-Cookman,16,40.6,20.6,51.2,0.402,6.8,18.4,0.366,14.3,19.9,0.718,13.2,20.4,10.2,19.8,30.1,9.7,7,2.6,62.3,2014
UMass Lowell,16,40.3,20.5,50.2,0.408,6.7,20.6,0.325,14.5,20.4,0.709,12.9,17.8,8.8,21.8,30.5,12.8,6.2,2.6,62.2,2014
South Carolina State,16,40.9,22.1,56.2,0.392,4.5,17,0.265,13.4,19.7,0.683,15.6,18.7,13,22.6,35.6,12.7,5.8,3.6,62.2,2014
Cornell,14,40.4,21.4,53.8,0.398,6.1,19.3,0.319,13,18.1,0.719,11.5,20.4,10.1,18.7,28.8,8.9,4.9,2.6,62,2014
Old Dominion,16,40,21.9,51,0.429,5.4,16.4,0.332,12.8,20.4,0.624,13.2,19.1,11.2,21.9,33.1,10.7,6.9,4.3,61.9,2014
Binghamton,16,40.9,20.2,52.1,0.389,6.1,19.2,0.315,15.4,21,0.732,13.6,20.1,9.8,21.1,30.9,9.8,6.9,2.1,61.9,2014
