Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Charleston,18,40.3,20.3,50.3,0.404,5.8,17.7,0.33,11.9,17.9,0.663,11.2,20.5,8.9,21.4,30.3,9,4.9,3.1,58.4,2015
Florida A&M,16,40,20.1,52.5,0.382,4.7,15.8,0.298,13.6,19.9,0.682,14.2,18.7,10.2,21.8,32,8.9,5.1,2.8,58.4,2015
Binghamton,16,40.3,20,49.1,0.408,4.9,15.9,0.307,13.5,21.3,0.633,11.9,17.9,8.8,21.1,29.8,8.4,6.8,2.3,58.4,2015
UMBC,16,40.4,19.9,46.9,0.424,5.7,15.9,0.358,12.8,18.9,0.679,13.8,15.4,6.3,21.4,27.8,11.2,6.1,2.5,58.2,2015
Chicago State,14,40.4,20.4,53.4,0.382,6.4,19.5,0.326,10.9,14.4,0.761,12.4,19.9,12.6,19,31.6,9.4,7,3.1,58.1,2015
East Carolina,18,40,21.1,52.2,0.405,7.6,20.6,0.37,8.3,12.4,0.665,10.5,16.5,8.8,19.8,28.7,13.4,5.9,1.9,58.1,2015
Rutgers,18,40,21.1,54.6,0.387,4.5,15.6,0.289,11.3,18.1,0.625,13.2,17.2,11,22.6,33.6,10.2,4.8,2.8,58,2015
Pennsylvania ,14,40,20.4,48.5,0.421,6.1,16.4,0.376,11,15.7,0.7,12.8,19.1,6.8,21.3,28.1,10.7,4.4,2.1,58,2015
Loyola (IL),18,40.3,21.9,47.9,0.457,6,15.6,0.384,8.2,12.8,0.636,12.2,15.3,7.8,18.7,26.5,11.9,6.5,1.8,57.9,2015
Cornell,14,40.3,19.1,51.1,0.373,5,18.2,0.275,14.6,18.9,0.77,9.7,19.2,6.9,21.6,28.5,8.9,6.1,4.7,57.7,2015
Drake,18,40.3,20,44.9,0.445,7.1,16.7,0.425,10.6,13.9,0.76,11.6,15.2,5.6,18.5,24.1,11.8,4.1,1.6,57.7,2015
Maine,16,40,20.8,51.9,0.4,6.7,20.4,0.328,9.4,12.8,0.735,13.3,16.9,6.6,21.6,28.2,12.9,5.6,1.1,57.6,2015
Tennessee State,16,40,19.1,48.4,0.394,5.3,15.4,0.346,13.9,20.6,0.675,14.1,19.9,8.6,22.7,31.2,9.3,5.4,3.1,57.3,2015
Missouri,18,40.3,20.9,53.9,0.387,6,19.1,0.314,9.5,14.3,0.663,12.4,18.9,10,21.6,31.6,11.2,4.8,2.7,57.3,2015
Nebraska,18,40,21,51.7,0.406,4.8,18.2,0.265,10.3,15.2,0.678,10.7,18.4,7.8,21.8,29.6,9.9,5.9,2.5,57.1,2015
Southern Illinois,18,40,19.8,48.3,0.409,4.3,13.3,0.325,13.2,19.2,0.688,12.5,18.7,8.7,20,28.7,8.1,5.9,2.6,57.1,2015
South Florida,18,40.6,21.5,52.4,0.41,4.6,14.5,0.314,9.2,15.7,0.585,12.9,18.5,10.1,21.4,31.5,10.6,5.1,4.7,56.7,2015
Savannah State,16,40,21.1,50.4,0.419,3,12.4,0.242,11.1,18.8,0.59,14.6,19.8,9.6,19.1,28.6,8.8,8.2,1.9,56.3,2015
Texas-RGV,14,40,20.1,49.3,0.407,3.6,13.8,0.259,12.6,17.4,0.721,12.9,17.1,9.6,19.6,29.1,11.9,5.3,2.7,56.3,2015
Bradley,18,40.8,19.8,52.5,0.377,5.1,18.7,0.271,11.3,16.3,0.696,12,18.2,10.1,20.9,31,9.3,6.6,2.5,55.9,2015
Grambling State,18,40,18.9,50.1,0.378,4.1,14.2,0.289,13.8,20.8,0.663,16.8,18.8,9.8,23,32.8,8.1,5.1,2.2,55.8,2015
Texas Tech,18,40.3,18.5,49.6,0.373,5.7,17.5,0.324,12.8,20.7,0.621,14.2,17.8,10.7,19,29.7,10.5,4.8,3.7,55.5,2015
Oregon State,18,40,19.7,49.1,0.402,4.6,15.2,0.299,11.5,16.6,0.692,11.7,18.7,7.3,20.7,28,10.7,6.9,4.2,55.5,2015
Missouri State,18,40.8,20.2,50.5,0.4,3.8,15.1,0.255,10.7,15.1,0.706,12.7,17.1,9.7,21.3,31,10.4,4.9,3.4,54.9,2015
San Jose State,18,40,17,51.4,0.331,6.9,24,0.289,10.5,15.5,0.677,13.4,18.6,8.3,19.8,28.1,8.7,4.6,1.9,51.4,2015
