Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
New Hampshire,16,41.2,25.2,56.6,.445,7.8,22.7,.344,15.1,21.1,.715,10.2,15.7,9.6,27.8,37.4,12.9,4.1,1.9,73.2,2017
Maryland,18,40.0,25.9,56.6,.458,8.6,22.5,.380,12.8,18.8,.680,12.1,18.4,9.6,24.9,34.6,15.2,5.4,4.6,73.2,2017
South Carolina,18,41.1,24.0,60.1,.400,6.7,20.4,.327,18.5,26.6,.697,13.6,21.1,12.6,22.6,35.1,11.8,7.9,3.2,73.2,2017
Clemson,18,40.3,26.4,57.6,.459,7.2,19.1,.378,12.9,18.6,.698,10.7,15.4,9.6,21.3,30.9,11.8,6.7,3.4,73.1,2017
Alcorn State,18,40.3,25.9,56.6,.458,7.3,21.0,.349,13.8,20.8,.664,13.7,18.9,11.7,26.1,37.8,13.7,6.3,3.1,73.1,2017
New Orleans,18,40.8,25.4,53.3,.476,4.4,13.8,.317,17.8,24.9,.717,16.4,17.1,11.7,23.0,34.7,15.8,7.4,2.9,73.0,2017
Coppin State,16,40.3,24.4,55.6,.438,7.3,21.1,.346,16.9,25.0,.675,13.3,19.8,9.6,23.6,33.2,12.4,5.7,2.5,72.9,2017
Charleston Southern,18,40.5,25.8,59.3,.434,7.1,21.1,.338,14.2,20.1,.707,10.6,19.3,9.8,23.6,33.4,10.9,4.9,2.4,72.9,2017
Rhode Island,18,40.3,25.7,57.9,.443,6.2,18.9,.326,15.4,24.2,.637,11.6,21.0,11.7,25.7,37.4,13.9,6.3,6.7,72.9,2017
Norfolk State,16,40.6,24.9,57.4,.435,6.7,21.1,.318,16.2,24.2,.669,15.6,21.2,11.4,30.4,41.8,11.7,5.7,6.1,72.8,2017
Georgia,18,40.6,24.2,54.8,.442,5.1,15.1,.339,19.1,24.8,.769,13.1,19.7,8.6,26.7,35.3,11.6,5.2,3.5,72.6,2017
Fairleigh Dickinson,18,40.3,24.9,55.8,.447,6.7,19.8,.336,16.1,20.3,.792,14.0,21.3,8.9,22.8,31.7,12.1,7.2,2.4,72.6,2017
Charleston,18,40.3,24.4,53.1,.461,6.8,18.7,.365,16.9,22.7,.745,9.5,16.9,6.9,25.8,32.7,10.7,5.3,3.3,72.6,2017
Tennessee,18,40.0,24.2,59.6,.407,5.5,17.3,.318,18.6,26.1,.714,11.7,20.9,11.3,26.2,37.5,13.8,4.4,4.3,72.6,2017
Sacramento State,18,40.6,26.9,56.1,.480,5.1,14.7,.343,13.7,20.9,.657,12.0,18.2,9.4,24.2,33.7,13.9,4.7,4.7,72.6,2017
Northeastern,18,40.8,25.4,55.1,.461,9.7,25.6,.378,12.1,18.3,.663,11.4,15.6,7.5,25.2,32.7,13.2,5.2,3.7,72.6,2017
St. Bonaventure,18,40.3,23.8,56.2,.424,5.6,17.4,.323,19.2,25.2,.764,12.4,21.0,10.5,24.4,34.9,12.9,8.1,3.9,72.5,2017
South Carolina State,16,40.0,26.1,59.6,.438,5.4,18.8,.290,14.9,21.1,.704,12.4,19.1,10.4,22.6,33.0,12.4,4.4,2.1,72.4,2017
Davidson,18,40.6,25.4,58.5,.435,8.7,25.4,.343,12.7,17.4,.729,11.7,17.8,7.9,25.4,33.3,15.4,5.8,3.2,72.3,2017
Lehigh,18,40.0,25.4,53.7,.473,7.8,20.6,.378,13.7,17.9,.762,13.4,16.3,6.4,25.6,32.0,13.7,7.2,2.7,72.2,2017
South Alabama,18,40.8,24.3,56.3,.431,7.2,20.7,.349,16.4,24.4,.670,12.8,20.3,8.6,23.0,31.6,12.4,8.1,4.3,72.2,2017
Mississippi State,18,40.3,25.3,57.8,.438,7.4,22.3,.332,14.1,21.2,.665,14.9,22.3,9.8,24.5,34.3,12.0,7.0,3.7,72.2,2017
Albany,16,40.0,26.5,55.5,.477,5.8,14.4,.398,13.3,17.5,.761,10.4,17.1,9.8,23.2,32.9,12.9,5.8,1.7,72.1,2017
Idaho State,18,40.3,24.8,55.8,.444,7.1,20.6,.343,15.4,21.8,.707,13.0,18.5,8.2,21.7,29.9,9.7,7.1,2.3,72.1,2017
Ohio State,18,40.0,25.1,55.9,.449,7.0,18.3,.383,14.8,20.9,.710,12.7,18.6,9.7,25.1,34.8,12.1,4.9,3.4,72.1,2017
Boston College,18,40.0,26.5,59.2,.448,8.6,23.2,.368,10.3,14.2,.723,13.7,17.9,7.8,23.9,31.7,13.9,5.5,1.9,71.8,2017
Loyola (IL),18,40.8,25.8,54.2,.476,8.2,20.5,.401,12.0,16.5,.727,11.6,17.5,6.3,22.6,28.9,14.4,6.6,2.2,71.8,2017
Arkansas State ,18,40.0,24.8,55.4,.448,6.6,17.6,.377,15.5,24.0,.646,11.4,18.7,10.2,25.7,35.8,11.1,4.3,3.0,71.8,2017
Coastal Carolina,18,40.3,25.6,59.8,.427,8.6,26.3,.327,11.9,18.1,.662,11.4,18.4,9.9,26.5,36.4,11.1,4.6,2.7,71.7,2017
Sam Houston State,18,40.3,25.1,58.0,.432,6.2,19.5,.316,15.3,22.9,.670,14.6,21.7,11.2,25.1,36.3,14.4,7.1,3.2,71.6,2017
Drake,18,40.5,24.4,61.0,.401,9.5,27.0,.352,13.2,17.2,.767,11.2,18.0,9.1,24.3,33.3,12.4,5.8,2.3,71.6,2017
Michigan State,18,40.3,25.8,54.9,.470,7.6,19.5,.387,12.3,17.6,.699,13.9,20.6,8.4,25.8,34.2,15.9,4.7,4.3,71.5,2017
Vanderbilt,18,40.0,23.8,53.7,.443,10.1,27.2,.370,13.9,18.4,.753,11.8,17.5,6.7,25.4,32.2,12.3,4.4,3.7,71.5,2017
Seton Hall,18,40.8,25.7,58.7,.437,6.6,20.2,.328,13.5,20.7,.651,13.6,18.1,12.4,25.1,37.4,13.1,6.8,2.3,71.4,2017
Fairfield,20,40.2,26.4,59.6,.442,8.2,25.2,.327,10.4,15.6,.672,12.4,18.2,7.9,26.9,34.8,15.2,4.8,3.4,71.4,2017
Northern Colorado,18,40.6,25.0,57.5,.435,8.7,25.6,.341,12.6,21.2,.596,14.1,19.2,10.7,26.3,37.1,14.1,5.3,2.5,71.3,2017
Tennessee Tech ,16,40.6,24.0,56.8,.422,7.3,22.4,.327,16.0,22.1,.725,13.0,19.8,9.6,23.5,33.1,13.0,6.4,3.3,71.3,2017
Long Island,18,40.5,24.6,56.4,.436,5.7,16.7,.343,16.3,23.6,.692,14.4,19.1,13.2,25.6,38.8,11.1,5.0,2.7,71.3,2017
Hawaii,16,40.6,24.7,55.1,.448,7.3,21.4,.342,14.6,20.2,.719,13.0,20.3,8.2,22.6,30.8,14.4,4.6,2.0,71.2,2017
Utah State,18,40.0,24.8,54.8,.452,7.9,20.1,.392,13.8,19.2,.719,12.8,18.9,8.6,26.0,34.6,14.7,4.3,2.9,71.2,2017
San Jose State,18,40.3,25.4,57.7,.440,6.0,18.2,.330,14.4,20.4,.708,12.8,20.4,7.4,22.6,30.0,13.6,5.7,4.1,71.2,2017
Northern Illinois,18,40.8,25.7,58.9,.436,5.0,16.1,.311,14.7,21.7,.678,13.6,20.0,12.3,24.5,36.8,10.6,7.2,1.7,71.2,2017
Tennessee State,16,40.6,25.2,56.1,.449,6.1,17.8,.340,14.7,20.1,.732,14.1,21.0,11.3,23.2,34.5,11.7,6.8,3.1,71.1,2017
UAB,18,40.3,25.2,54.1,.465,6.4,18.1,.356,14.3,20.0,.717,12.4,14.9,9.1,24.4,33.4,14.8,4.6,4.3,71.1,2017
George Washington,18,40.0,23.7,55.2,.430,8.4,20.8,.403,15.2,20.0,.761,12.4,15.8,10.6,24.3,34.9,13.6,5.2,4.1,71.1,2017
Chattanooga,18,40.3,24.2,54.6,.444,7.1,21.4,.330,15.6,21.6,.722,13.2,17.7,10.0,21.3,31.3,12.2,6.9,4.2,71.1,2017
Southern,18,40.0,24.3,54.2,.448,4.8,15.1,.321,17.7,25.5,.693,12.6,18.3,11.4,24.6,36.0,11.0,5.2,3.6,71.1,2017
Massachusetts,18,40.0,25.4,58.4,.435,6.2,21.3,.292,14.0,20.6,.681,14.9,22.1,9.8,25.0,34.8,15.1,6.7,5.1,71.0,2017
Prairie View A&M,18,40.6,24.1,54.4,.443,7.7,21.3,.362,15.1,21.4,.702,12.9,20.2,8.9,21.8,30.8,12.2,8.4,3.6,71.0,2017
Florida A&M,16,40.9,24.7,58.2,.424,6.3,17.6,.358,15.3,23.1,.664,12.5,17.6,10.0,25.1,35.1,12.6,5.3,3.1,71.0,2017
La Salle,18,40.0,23.4,52.9,.443,8.0,22.7,.352,16.1,20.2,.794,13.9,16.7,7.8,24.0,31.8,13.1,6.2,2.0,70.9,2017
UC Davis,16,40.6,24.1,55.2,.437,6.0,17.1,.352,16.6,25.4,.654,13.6,19.8,9.8,24.9,34.7,11.4,6.4,3.4,70.9,2017
Boston University,18,40.6,24.3,55.1,.442,8.4,22.6,.371,13.8,20.1,.687,14.1,18.2,8.8,24.6,33.3,13.4,9.1,2.8,70.8,2017
Georgetown,18,40.6,25.2,55.3,.455,6.0,18.5,.324,14.4,20.6,.698,14.1,21.4,8.7,25.8,34.5,15.2,4.8,3.8,70.7,2017
McNeese State,18,40.3,24.6,56.6,.435,6.9,19.8,.351,14.6,20.2,.720,14.5,19.5,8.4,24.8,33.2,9.7,5.3,3.3,70.7,2017
Grambling State,18,40.6,24.6,56.1,.438,5.7,17.1,.332,15.9,23.5,.678,13.4,19.5,11.4,20.7,32.1,11.6,8.2,2.0,70.7,2017
Kansas State,18,40.3,23.7,53.9,.440,6.8,19.6,.348,16.4,22.8,.718,13.4,18.7,8.6,20.8,29.4,14.3,8.1,2.9,70.7,2017
Nebraska,18,40.8,25.9,61.4,.423,5.9,17.4,.338,12.8,18.7,.688,13.2,18.8,12.8,24.1,36.8,11.7,7.2,3.3,70.6,2017
Northern Arizona,18,40.3,25.1,57.9,.433,7.3,21.7,.338,13.2,19.2,.685,14.9,18.9,11.0,26.6,37.6,13.8,4.8,1.8,70.6,2017
Duquesne,18,40.0,24.4,57.2,.427,6.9,21.1,.330,14.7,22.1,.668,13.9,19.1,10.8,24.1,34.8,12.1,4.9,3.6,70.6,2017
Mercer,18,40.0,24.0,53.7,.447,6.8,20.8,.329,15.7,19.8,.790,11.3,16.6,9.8,24.8,34.6,13.4,4.7,2.3,70.5,2017
Oklahoma,18,40.8,24.5,59.1,.414,5.7,17.4,.326,15.7,21.4,.731,13.8,18.6,11.1,24.9,35.9,9.3,6.3,4.7,70.3,2017
Providence,18,40.3,24.1,53.9,.447,6.8,18.3,.373,15.2,22.3,.683,12.3,17.7,8.6,23.1,31.7,13.7,6.6,2.7,70.3,2017
Western Kentucky,18,40.0,25.4,55.8,.455,7.2,20.2,.354,12.3,19.4,.633,11.6,15.1,9.6,23.9,33.5,13.6,4.3,3.1,70.2,2017
Marist,20,40.5,23.1,54.1,.426,7.8,22.2,.353,16.2,22.4,.725,12.2,19.6,6.2,24.0,30.2,10.7,4.2,2.7,70.2,2017
High Point,18,41.1,24.9,56.4,.442,6.3,16.4,.382,14.0,17.7,.792,12.3,17.1,9.5,25.1,34.6,13.5,5.4,3.2,70.2,2017
Appalachian State,18,40.0,23.8,58.1,.410,8.2,25.4,.321,14.3,21.6,.665,13.9,22.0,10.2,25.7,35.8,13.1,5.1,2.8,70.2,2017
Florida International,18,40.8,25.8,57.1,.451,5.9,17.7,.336,12.7,16.4,.770,12.6,18.4,8.8,20.9,29.7,11.6,6.4,2.1,70.2,2017
Manhattan,20,40.2,23.3,57.6,.405,6.2,19.9,.315,17.3,23.1,.751,14.3,23.8,10.4,22.6,33.0,10.5,6.3,3.1,70.2,2017
Penn State,18,41.1,24.6,59.3,.415,6.7,20.5,.328,14.2,20.1,.704,12.8,18.3,9.5,23.8,33.3,12.8,6.8,5.1,70.1,2017
Tulane,18,40.6,24.3,60.1,.405,6.9,22.1,.315,14.5,20.5,.707,13.6,19.8,10.9,22.6,33.5,12.8,6.4,2.9,70.1,2017
Saint Mary's,18,40.0,25.4,51.3,.496,7.9,20.0,.397,11.3,15.3,.738,10.4,14.4,9.1,26.4,35.5,15.7,3.6,3.6,70.1,2017
N.J.I.T.,14,40.0,24.8,58.1,.427,7.1,21.5,.332,13.4,19.3,.693,12.6,18.7,11.4,23.5,34.9,11.8,5.6,2.7,70.1,2017
Delaware State,16,40.9,24.3,57.8,.421,8.8,24.3,.360,12.7,18.1,.700,12.9,18.8,9.8,23.4,33.1,13.4,5.1,2.9,70.1,2017
Washington,18,40.3,26.6,63.5,.419,6.8,22.2,.305,9.9,16.6,.601,13.1,19.3,12.6,22.3,34.9,12.2,5.8,4.4,69.9,2017
Princeton,14,40.0,25.2,55.0,.458,9.6,25.5,.375,9.9,12.9,.762,9.5,14.4,7.7,23.0,30.7,13.1,7.6,3.9,69.9,2017
Cornell,14,40.0,25.0,53.9,.464,7.4,22.1,.335,12.4,17.2,.718,15.0,17.9,7.1,24.6,31.6,13.4,5.4,2.8,69.8,2017
Missouri State,18,41.4,24.2,56.9,.424,8.0,21.4,.373,13.4,19.2,.699,12.8,17.8,10.6,25.8,36.4,10.5,4.5,3.9,69.8,2017
Stony Brook,16,40.0,24.0,56.6,.424,7.7,22.2,.346,14.1,19.2,.733,10.1,17.7,9.8,24.2,34.1,12.2,5.8,3.7,69.8,2017
Cincinnati,18,40.0,24.6,57.3,.430,8.2,22.8,.360,12.3,17.2,.715,10.4,15.5,11.3,23.7,34.9,16.4,7.4,4.7,69.7,2017
North Texas,18,40.3,25.6,59.6,.429,6.4,19.4,.330,12.2,20.2,.606,13.4,18.8,8.9,25.2,34.1,11.3,6.7,2.6,69.7,2017
Cal State Bakersfield,14,40.0,24.6,55.0,.448,5.1,16.6,.309,15.3,24.4,.628,14.3,20.1,11.3,25.5,36.8,15.0,8.1,4.9,69.7,2017
Milwaukee,18,41.7,25.7,56.8,.453,8.2,24.0,.340,10.0,15.7,.638,12.3,18.3,7.6,22.8,30.4,14.4,4.2,1.6,69.6,2017
Stephen F. Austin,18,40.5,24.8,55.3,.449,5.7,18.3,.312,14.2,20.6,.692,16.4,21.2,11.3,23.2,34.4,13.2,7.3,3.2,69.6,2017
Cal State Fullerton,16,40.3,24.2,55.8,.434,5.7,19.2,.296,15.4,21.6,.713,15.3,20.0,10.4,23.2,33.6,10.7,7.3,3.4,69.6,2017
Houston,18,40.3,24.8,58.7,.423,8.5,22.7,.374,11.4,16.2,.702,9.6,19.3,10.7,23.5,34.2,11.7,5.4,3.4,69.6,2017
Stanford,18,40.0,25.3,57.2,.443,5.4,16.8,.323,13.4,20.7,.651,12.7,19.8,9.7,22.2,31.9,13.5,6.8,2.7,69.6,2017
Virginia Military,18,40.0,24.6,58.3,.422,8.2,25.7,.320,12.1,17.7,.680,12.9,19.4,9.1,22.1,31.2,11.5,6.2,3.4,69.5,2017
Air Force,18,40.8,24.2,57.4,.422,7.4,22.4,.333,13.6,19.9,.682,12.6,18.2,9.0,23.9,32.9,14.6,6.4,1.8,69.4,2017
Washington State,18,40.3,26.6,57.2,.466,7.3,19.6,.374,8.9,11.9,.748,12.2,15.9,6.3,22.6,28.9,15.3,4.3,2.2,69.4,2017
Army,18,40.9,25.2,57.9,.435,8.7,25.8,.335,10.3,16.3,.633,15.8,20.2,9.4,27.5,36.9,15.9,5.4,1.7,69.3,2017
Mount St. Mary's,18,40.0,24.9,53.2,.468,6.6,18.9,.350,12.8,19.4,.662,12.6,16.7,7.9,22.7,30.6,11.8,6.9,4.2,69.2,2017
Southeastern Louisiana,18,40.0,24.6,56.0,.438,6.3,18.7,.336,13.8,20.7,.668,15.5,18.8,12.7,23.3,36.0,14.1,6.8,3.4,69.2,2017
Texas Christian,18,40.3,25.5,56.6,.450,7.2,20.4,.351,10.9,15.1,.721,13.7,16.6,10.2,23.2,33.3,15.7,4.8,4.8,69.1,2017
Cal Poly,16,40.6,23.8,58.6,.405,8.1,25.1,.323,13.4,18.8,.711,10.4,18.8,9.6,22.8,32.3,9.7,5.0,4.1,69.0,2017
Pennsylvania ,14,40.0,25.1,55.9,.449,7.9,23.0,.345,10.9,16.1,.676,12.8,16.2,8.7,24.4,33.1,13.9,5.8,4.3,68.9,2017
Saint Peter's,20,40.5,24.1,53.2,.454,8.9,21.6,.411,11.6,16.0,.722,10.8,15.8,8.0,23.7,31.7,12.9,7.2,3.0,68.8,2017
Alabama State,18,40.8,23.8,57.5,.414,6.4,21.1,.306,14.6,22.7,.643,14.9,18.8,12.4,25.6,38.1,9.6,4.2,3.4,68.7,2017
Morgan State,16,40.0,23.4,59.4,.394,5.9,18.9,.315,15.9,22.9,.697,13.8,20.7,14.5,25.5,40.0,10.8,5.6,2.7,68.6,2017
Florida Atlantic ,18,40.6,24.6,60.9,.403,6.1,21.2,.285,13.4,18.6,.725,11.4,19.0,9.7,23.9,33.6,11.4,5.8,2.5,68.6,2017
Jacksonville State,16,40.3,23.4,53.4,.437,6.1,19.1,.321,15.7,21.5,.730,13.7,18.8,10.4,25.4,35.8,14.0,4.4,4.4,68.6,2017
Temple,18,40.6,25.0,59.1,.423,8.9,26.3,.340,9.6,13.7,.699,11.7,18.3,8.9,22.9,31.9,14.4,6.3,2.8,68.5,2017
Texas Tech,18,41.1,23.7,54.3,.436,6.4,18.7,.344,14.7,20.2,.728,11.4,19.2,8.7,20.8,29.5,11.8,4.2,2.7,68.5,2017
SIU-Edwardsville,16,40.3,23.1,56.4,.409,5.1,19.0,.270,17.2,25.0,.690,14.5,23.3,11.3,22.6,33.9,11.3,5.0,1.9,68.5,2017
Columbia,14,40.4,25.0,60.4,.414,7.4,20.9,.356,11.1,16.1,.689,12.1,16.9,10.9,23.1,34.1,14.5,7.8,3.6,68.5,2017
UTEP,18,41.1,25.3,53.2,.476,4.9,14.5,.341,12.8,19.5,.658,11.9,17.3,6.2,28.3,34.6,13.6,5.4,2.7,68.4,2017
North Carolina A&T,16,41.3,24.1,54.8,.440,7.1,19.4,.363,13.1,18.9,.693,14.5,19.6,10.7,23.8,34.5,12.4,3.4,2.1,68.4,2017
Memphis,18,40.3,24.7,58.6,.421,5.5,19.1,.288,13.6,19.6,.691,11.4,16.4,10.2,23.6,33.7,13.8,7.1,4.2,68.4,2017
Wisconsin,18,40.8,24.7,57.9,.426,6.6,19.4,.340,12.4,20.0,.619,10.6,16.8,12.0,22.6,34.6,11.8,7.1,3.7,68.3,2017
Baylor,18,39.9,24.9,55.7,.448,6.3,18.7,.338,12.1,17.2,.703,14.3,19.0,13.2,24.2,37.4,13.9,4.6,4.1,68.3,2017
Alabama,18,41.1,23.2,56.3,.412,6.6,21.1,.313,15.4,23.9,.644,14.6,20.8,12.7,26.5,39.2,10.5,5.7,3.6,68.3,2017
Abilene Christian,18,40.3,23.9,53.0,.452,7.4,19.7,.377,12.8,19.7,.650,14.3,22.3,8.2,21.1,29.3,14.0,6.8,2.6,68.1,2017
Old Dominion,18,40.3,25.3,56.7,.447,5.1,14.4,.350,12.3,18.4,.671,10.3,17.7,11.0,24.6,35.6,14.1,5.9,4.2,68.1,2017
Texas A&M,18,40.0,24.8,55.3,.449,6.0,17.9,.334,12.3,18.8,.657,15.4,16.8,11.7,25.2,36.9,14.8,6.2,5.2,68.0,2017
Dartmouth,14,40.4,24.5,54.4,.450,7.9,20.8,.378,11.1,16.4,.677,15.0,17.5,8.4,23.4,31.7,11.6,4.1,1.7,67.9,2017
Miami (OH),18,40.0,24.1,54.9,.438,5.4,18.2,.299,14.3,20.4,.700,14.8,19.1,8.7,22.1,30.8,11.1,8.0,3.3,67.8,2017
Indiana State,18,40.8,23.7,57.6,.411,8.3,22.7,.367,12.1,17.3,.696,12.9,20.9,7.1,26.0,33.1,13.7,6.3,4.3,67.7,2017
Wagner,18,40.6,23.9,55.8,.429,5.3,17.1,.312,14.3,19.9,.719,13.7,20.6,13.0,25.5,38.5,9.9,4.3,4.1,67.6,2017
Northwestern,18,40.0,24.3,58.1,.418,6.2,19.9,.309,12.8,17.1,.747,9.9,19.4,9.9,24.3,34.2,13.5,5.1,4.1,67.5,2017
Longwood,18,40.0,24.1,54.2,.444,5.4,18.0,.302,13.8,18.3,.755,14.9,17.1,7.1,23.0,30.1,10.2,5.8,4.2,67.4,2017
Liberty,18,40.8,22.2,50.7,.438,9.0,25.6,.351,13.8,17.8,.778,9.4,18.4,4.5,22.2,26.7,12.8,6.6,1.5,67.3,2017
Miami (FL),18,40.3,23.9,53.7,.446,6.6,18.1,.362,12.8,18.1,.709,12.2,15.3,9.7,23.3,33.0,11.9,5.7,3.6,67.3,2017
Evansville,18,40.3,23.3,52.9,.441,3.8,10.6,.363,16.7,22.9,.729,12.2,20.0,8.2,24.2,32.3,13.5,4.2,2.7,67.2,2017
Pittsburgh,18,40.6,22.5,54.1,.416,8.1,22.4,.361,14.1,19.3,.732,11.9,15.3,9.5,22.8,32.3,13.0,4.3,2.8,67.2,2017
Southern Illinois,18,40.8,23.9,57.3,.417,5.0,16.2,.309,14.4,20.9,.687,11.3,17.2,10.9,23.2,34.1,10.2,6.8,3.9,67.2,2017
Saint Joseph's,18,40.6,23.7,57.1,.416,5.1,15.9,.321,14.6,23.3,.626,12.8,17.6,10.6,24.3,34.9,11.3,4.8,3.8,67.2,2017
UNLV,18,40.6,22.7,60.4,.375,6.3,21.2,.299,15.4,22.1,.700,11.6,16.8,11.5,25.0,36.5,12.3,5.8,2.3,67.1,2017
Tulsa,18,40.3,21.1,52.2,.405,7.4,21.7,.344,17.4,22.8,.764,13.5,18.0,9.3,24.1,33.3,10.8,4.7,1.9,67.1,2017
Missouri,18,40.0,22.6,58.3,.387,7.2,23.7,.303,14.8,21.9,.676,12.3,20.7,10.7,22.7,33.4,11.4,6.0,1.8,67.1,2017
Seattle,14,40.0,22.7,50.6,.449,8.9,24.5,.364,12.7,18.5,.687,14.4,19.4,5.1,25.3,30.4,15.7,5.6,1.9,67.1,2017
Radford,18,40.9,23.9,57.3,.418,8.1,23.0,.353,11.1,16.7,.661,13.6,17.3,11.9,26.3,38.3,12.0,4.4,4.1,67.1,2017
Robert Morris,18,40.3,22.9,54.5,.420,5.6,17.8,.316,15.6,23.9,.653,14.6,20.4,10.3,23.6,33.8,10.9,8.4,2.6,67.0,2017
Illinois,18,40.0,24.3,57.1,.426,7.0,20.2,.347,11.2,16.6,.676,11.2,18.2,9.6,23.3,32.9,13.1,5.7,1.9,66.9,2017
Illinois State,18,40.3,23.8,52.6,.452,8.1,22.2,.362,11.3,17.3,.651,12.9,16.1,9.0,26.7,35.7,13.1,6.7,4.3,66.9,2017
Howard,16,40.0,23.2,57.5,.404,5.1,18.9,.272,15.2,22.2,.685,15.4,18.4,13.0,26.2,39.2,9.6,4.9,3.8,66.9,2017
Cleveland State,18,40.8,23.8,58.6,.407,7.3,22.5,.326,11.8,17.7,.670,12.3,20.6,10.1,21.9,32.0,10.8,7.3,3.2,66.8,2017
Texas State,18,40.6,24.2,53.2,.455,6.2,17.8,.346,12.3,18.9,.651,10.7,17.3,8.6,21.8,30.4,14.9,6.0,4.0,66.8,2017
Texas,18,40.0,24.9,55.4,.450,5.2,17.3,.299,11.7,18.1,.647,14.3,18.4,8.9,23.1,32.0,11.8,5.7,4.1,66.8,2017
Loyola Marymount,18,40.0,24.1,56.8,.423,7.2,19.7,.367,11.3,18.8,.599,12.6,20.8,9.4,21.8,31.2,13.4,7.6,4.4,66.6,2017
Campbell,18,40.0,22.6,51.3,.439,6.8,19.4,.351,14.6,19.5,.749,12.1,16.9,7.4,22.1,29.5,9.9,6.2,3.1,66.6,2017
James Madison,18,40.3,23.7,52.3,.454,6.2,18.3,.336,12.9,18.2,.713,12.6,19.0,8.1,23.6,31.7,10.9,6.2,2.7,66.6,2017
San Francisco,18,40.0,24.7,57.8,.427,8.3,26.0,.321,8.7,14.3,.607,12.2,19.8,8.4,25.2,33.7,12.1,6.6,3.2,66.4,2017
San Diego State,18,40.0,23.1,56.3,.410,6.6,22.5,.291,13.7,19.9,.685,11.7,18.4,10.2,24.6,34.7,10.5,6.8,4.8,66.4,2017
DePaul,18,40.3,23.6,55.6,.424,6.2,18.4,.338,12.9,17.7,.733,13.9,20.0,9.1,20.6,29.7,11.1,7.2,2.7,66.3,2017
California,18,40.6,23.6,57.0,.414,6.6,19.9,.332,12.3,18.3,.673,12.6,19.0,11.4,25.6,37.0,11.8,4.5,4.4,66.2,2017
Pepperdine,18,40.0,24.3,57.0,.427,5.4,15.8,.342,12.1,18.8,.640,11.3,16.9,8.3,22.5,30.8,12.8,5.1,2.3,66.1,2017
Eastern Kentucky,16,40.3,23.6,54.4,.433,6.6,22.0,.298,12.2,18.0,.681,13.3,17.3,7.8,22.7,30.4,13.0,5.3,4.4,65.9,2017
Loyola (MD),18,40.3,23.1,52.5,.440,5.4,16.3,.331,14.2,20.6,.687,14.9,18.8,10.0,20.8,30.8,12.3,7.0,3.2,65.8,2017
Lafayette,18,40.0,23.4,54.6,.429,6.8,21.4,.316,12.2,15.9,.767,14.4,16.7,7.1,23.3,30.4,12.0,4.9,2.9,65.8,2017
Texas-San Antonio,18,40.0,23.4,59.1,.396,4.7,17.4,.268,14.3,20.9,.684,11.1,18.0,11.7,25.2,36.8,10.2,5.5,1.8,65.8,2017
Connecticut,18,40.3,23.3,54.4,.428,6.9,18.4,.377,12.2,16.4,.746,12.2,15.4,9.8,25.7,35.4,13.7,4.1,4.8,65.7,2017
Navy,18,40.3,23.4,54.7,.427,6.7,20.7,.324,12.2,18.8,.649,14.5,18.7,12.7,22.4,35.1,13.3,7.5,2.3,65.7,2017
Arkansas-Pine Bluff ,18,40.6,22.7,53.2,.426,6.9,18.8,.366,13.3,19.7,.673,17.3,21.4,10.4,21.0,31.4,10.2,8.1,2.9,65.5,2017
UCF,18,40.0,22.0,52.7,.417,7.3,21.3,.345,14.1,21.5,.654,14.8,15.5,11.1,27.1,38.2,9.8,3.8,3.9,65.4,2017
Santa Clara,18,40.6,23.0,52.3,.439,10.0,25.3,.395,9.2,12.5,.733,9.9,18.2,4.9,23.2,28.1,14.8,5.1,1.9,65.2,2017
Georgia Tech,18,40.0,24.0,55.3,.434,4.4,14.2,.309,12.7,18.2,.698,13.3,16.3,8.2,25.8,33.9,15.2,6.5,5.4,65.1,2017
Virginia,18,41.1,24.0,53.9,.445,7.1,17.8,.396,10.0,14.1,.709,9.9,16.4,7.9,23.3,31.2,12.9,5.4,4.0,65.1,2017
Colgate,18,40.8,22.1,48.9,.451,8.3,21.7,.385,12.5,18.1,.690,14.9,18.1,6.3,23.6,29.9,12.9,5.1,2.9,64.9,2017
UC Riverside,16,40.3,23.4,53.9,.435,5.7,18.1,.315,12.4,18.4,.673,14.0,19.2,8.0,25.6,33.6,12.4,6.2,3.1,64.9,2017
Bradley,18,40.0,21.3,50.8,.420,6.8,18.3,.370,15.4,21.9,.701,15.6,20.4,8.7,24.7,33.4,11.3,5.8,3.2,64.8,2017
Jackson State,18,40.6,22.0,54.3,.405,6.5,21.9,.297,14.1,20.5,.686,12.3,18.3,11.2,23.8,35.0,10.5,5.3,2.7,64.6,2017
Binghamton,16,40.0,22.8,54.8,.415,7.6,22.1,.345,11.1,15.6,.708,11.8,17.0,7.9,23.8,31.7,11.2,5.2,2.4,64.2,2017
Southern Mississippi,18,40.6,22.7,56.6,.401,6.7,21.5,.310,12.2,16.3,.747,10.8,16.5,7.6,26.6,34.2,11.9,4.7,1.7,64.2,2017
Louisiana-Monroe ,18,40.8,23.7,56.8,.417,6.9,21.7,.321,9.8,14.8,.659,12.6,16.3,9.0,24.2,33.2,12.6,3.9,2.3,64.1,2017
