Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Louisiana-Lafayette ,16,41.6,22.8,55.4,0.411,5.2,16.4,0.319,16.7,26.9,0.619,16.5,19.8,11.5,27.5,39.1,10,5.1,5.2,67.4,2012
Troy,16,40.6,24.8,60.1,0.412,7.6,23.7,0.322,10.3,15,0.688,13.1,16.6,11.3,21.1,32.4,11.6,6.6,4,67.4,2012
Army,14,41.1,21.8,52,0.419,7.9,21.7,0.362,16.3,22.3,0.731,15.1,19.1,6.9,20.4,27.3,12.6,6.4,1.9,67.4,2012
Cincinnati,18,40.3,24.6,60.9,0.403,6.8,21.1,0.324,11.4,17.3,0.662,9.3,15.9,13,21.2,34.3,12.7,8.1,3.9,67.4,2012
Colorado State,14,40.7,23.2,50.9,0.456,5.4,14.4,0.376,15.5,20.4,0.761,12.6,17.1,6.9,24.1,31,12.4,5,2,67.4,2012
Liberty,18,40.3,24.8,54.9,0.451,3.9,11.6,0.337,13.9,19.5,0.712,11.4,16.7,9.6,22.7,32.3,13,4.1,2.6,67.3,2012
Stanford,18,41.1,24.3,57.8,0.421,7,19.6,0.357,11.7,18.3,0.638,13.7,20.4,11.6,23.3,34.9,11.8,4.7,3.8,67.3,2012
Marshall,16,40.3,24.5,57.2,0.428,5.6,17.4,0.323,12.7,20.9,0.608,12.3,19.9,14.3,23.5,37.8,13.2,5.6,3.9,67.3,2012
Colorado,18,40,23.3,52.9,0.44,5.6,16.7,0.332,15.2,21.6,0.702,12.7,17.1,8.5,25,33.6,11.3,6,3.7,67.3,2012
Boston University,16,40,23.8,52.6,0.452,7.1,19.7,0.362,12.5,17.5,0.714,13.3,16.2,9.5,24.2,33.8,12,5.8,3.2,67.2,2012
Louisville,18,40.8,23.8,56.3,0.422,6.1,19.8,0.309,13.6,19.8,0.683,14.9,17.7,11.8,24.6,36.4,13.6,9,4.5,67.2,2012
Texas Southern,18,40.6,22.3,51.1,0.436,6,17,0.353,16.7,26.8,0.622,16.3,18.4,10.7,25.6,36.3,11.2,9,4.3,67.2,2012
Marist,18,40,21.6,54.3,0.398,6.3,18.6,0.341,17.6,22.6,0.779,15.5,16.2,10.6,21.4,32.1,12.1,5.6,4.2,67.2,2012
Duquesne,16,40.3,24,56.2,0.427,6.2,17.6,0.351,12.9,20.1,0.643,12.6,16.7,9.9,18.5,28.4,13.6,7.4,3.6,67.1,2012
SIU-Edwardsville,16,40,23.5,51.6,0.455,6.4,15.4,0.419,13.7,20.2,0.676,15.7,17.5,8.6,22.5,31.1,12.4,4.6,2.4,67.1,2012
Valparaiso,18,40.6,22.7,47.7,0.476,7.1,18.8,0.375,14.6,20.8,0.701,13.7,17,6.6,23.6,30.2,14,5.8,3.4,67,2012
Drake,18,41.1,23.6,53.6,0.441,6.6,17.3,0.378,13.2,20.7,0.64,12.5,19.7,7.2,23.8,31,10.4,6.9,3,67,2012
Idaho,14,40.4,23.6,51.2,0.462,6.6,17.6,0.372,13.1,18.4,0.716,13.1,17.9,8.2,21.8,30,14.4,4.6,3.3,67,2012
Georgia Southern,18,40.8,25.2,54.3,0.464,5.3,14.8,0.36,11.3,17,0.663,14.5,17.4,8.5,22.3,30.8,12.3,7.9,2.3,66.9,2012
Utah State,14,40,24.4,50.4,0.485,5.9,15.7,0.373,12.1,17.4,0.7,11.1,17,7.6,23.9,31.6,13.5,3.4,3.7,66.9,2012
Richmond,16,40,22.4,53.9,0.416,7.4,21.9,0.34,14.5,19.1,0.758,11.4,17.6,9.1,20.1,29.1,12.8,5.7,4.6,66.8,2012
Loyola (MD),18,40,22.6,54.7,0.413,5.3,15.9,0.336,16.3,22.3,0.733,13.4,17.6,12.5,20.6,33.1,11.9,8.3,4.6,66.8,2012
Stony Brook,16,40,23.6,51.8,0.457,6.1,16.3,0.372,13.5,19.2,0.704,12.5,14.6,11.4,22.8,34.2,10.3,4.8,1.7,66.8,2012
Northwestern,18,40.6,22.8,50.2,0.455,8.5,21.4,0.397,12.6,18.9,0.665,10.6,16.4,7,18.5,25.5,13.7,6.2,3.2,66.7,2012
Samford,18,40.3,23.5,53.2,0.442,7.9,23.9,0.33,11.8,17.8,0.666,11.7,16.2,9.4,22.6,32,13,5.3,1.8,66.7,2012
North Carolina Central,16,40,22.1,48.9,0.453,5,15.7,0.319,17.4,24.8,0.705,16.2,19.1,8.4,23.2,31.7,12.3,7.1,3.7,66.7,2012
East Tennessee State,18,40,24.4,56,0.436,3.9,13.3,0.296,13.9,21.8,0.64,12.8,16.5,12.9,20.1,33.1,10.2,10.3,3.2,66.7,2012
San Jose State,14,41.1,23.6,60.6,0.39,6.6,21.4,0.307,12.7,17.4,0.73,9.7,18.1,11.4,19.8,31.1,13.4,4,1.1,66.6,2012
Jacksonville,18,40.3,23.3,55.6,0.42,5,16.2,0.308,14.9,21.9,0.678,14.8,22.2,13.1,19.8,32.9,11.8,7.9,3.8,66.6,2012
Youngstown State,18,40.3,23.7,53.2,0.446,8,21.4,0.374,11.1,17.1,0.651,11.1,15.7,7.2,22.1,29.3,12.7,5.8,4.9,66.6,2012
Western Michigan,16,40.9,23.2,52.9,0.439,6.1,18.1,0.338,13.9,19.6,0.707,13.9,18.6,11.2,24.5,35.6,13.9,4.1,3.3,66.5,2012
Fairfield,18,40,23.9,53.2,0.45,7.4,19.5,0.379,11.2,16.9,0.661,15.1,18.5,10.6,21.9,32.4,15.8,8.4,4.1,66.4,2012
Tulsa,16,40.6,23.2,50.4,0.46,5.4,14.2,0.382,14.6,20.3,0.717,13.8,17.7,9.4,23.7,33.1,11.4,4.3,4.4,66.4,2012
Florida International,16,40.6,22.3,53.4,0.418,5.5,15.8,0.348,16.2,22.2,0.73,13.6,20.1,10.3,22.1,32.4,9.3,6.9,4.8,66.4,2012
St. John's,18,40.3,23.7,56.4,0.421,4.3,14.7,0.295,14.6,21.1,0.692,13.1,16.7,10.6,19.8,30.4,11.3,7.9,3.8,66.3,2012
Eastern Kentucky,16,41.2,22.7,52.9,0.429,6.8,20.9,0.322,14.2,19.3,0.735,10.9,20.6,8.6,18.3,26.9,10.9,7,1.4,66.3,2012
Old Dominion,18,40.8,23.9,58.9,0.406,5.7,17.7,0.324,12.8,20.4,0.625,13.5,17.6,14.8,24.9,39.7,13.4,9.9,4.9,66.3,2012
Nicholls State,16,40.3,23.2,53.1,0.438,6.5,20.4,0.319,13.2,19.8,0.669,14.6,18.6,9.3,19.8,29.1,12.5,5.4,2.1,66.2,2012
South Alabama,16,40.6,23.6,55.2,0.427,4.9,13.9,0.351,14.2,21.2,0.67,16.5,16.6,13.8,23.4,37.2,10.6,5.1,4.4,66.2,2012
Oklahoma State,18,40,22.1,51.6,0.427,6.2,18.7,0.333,15.7,20.7,0.761,11.8,18.4,6.7,21.3,28.1,11.8,6,3.8,66.1,2012
American University,14,40,24.5,53.2,0.46,7.7,17.1,0.452,9.3,13.2,0.703,10.3,17.4,7.9,24.4,32.4,13.7,3.8,2.4,66,2012
Ole Miss,16,41.2,24.2,55.4,0.437,3.9,11.3,0.343,13.6,23.1,0.591,13.2,16.5,12.2,24.2,36.4,11.1,6,4.7,66,2012
Washington State,18,40.3,22.4,49.9,0.449,6.1,17.2,0.355,15.1,21.2,0.711,12.7,17.2,8.4,21.2,29.6,13.1,4.3,2.4,65.9,2012
Cal Poly,16,40,23.6,54.8,0.43,6.3,18.4,0.344,12.5,18,0.694,10.4,18.2,11.6,21,32.6,12,5.9,1.9,65.9,2012
Chicago State,10,40.5,24,56.1,0.428,5.8,18.4,0.315,12.1,19.7,0.614,14.8,20.4,9.3,25,34.3,10.9,7.6,3.5,65.9,2012
Toledo,16,40,23.3,52.1,0.447,5.8,16.1,0.36,13.4,18.2,0.739,13.6,16.9,9.1,20.8,29.9,11.4,6.5,1.9,65.9,2012
Hampton,16,40.6,22.9,58.2,0.394,5,18.9,0.265,15.1,23.3,0.649,13.6,18.8,12.1,24.2,36.2,10.8,6.8,4.6,65.9,2012
Maine,16,40.3,24.1,56.2,0.429,5.2,17.2,0.302,12.3,16.9,0.727,13.8,17.9,9.6,23.8,33.4,13.4,5.4,4.9,65.8,2012
Charlotte,16,40,23.1,54.8,0.422,5.9,17.6,0.333,13.6,20.3,0.671,14.3,18.4,9.7,23,32.7,12.5,7.6,2.4,65.8,2012
Indiana State,18,40.8,22.7,54.1,0.42,5.9,17.8,0.33,14.4,19.8,0.725,12.3,18.4,9,23.8,32.8,11.9,5.3,3,65.7,2012
South Carolina State,16,40,23.6,60.1,0.392,4.1,15.5,0.262,14.6,21.7,0.671,15.9,19.1,13.8,22.6,36.4,10.4,6.1,4.4,65.7,2012
Connecticut,18,40.3,24.3,55.7,0.436,4.6,15.9,0.29,12.4,18.2,0.683,12.2,14.9,11.1,22.8,33.9,12.8,5.3,6.1,65.6,2012
Houston,16,40.6,24.4,54.3,0.449,4.8,13.9,0.341,12,17.2,0.696,14.7,15.9,10.2,22.9,33.1,11.6,5.2,3.9,65.5,2012
UCF,16,40,23.9,54.5,0.439,5.8,18.2,0.315,11.8,18.4,0.637,12,16.2,12,22.4,34.4,11.4,6.3,4.2,65.5,2012
Drexel,18,40,21.5,48.8,0.441,6.2,15.4,0.403,16.2,21.3,0.76,11.4,18.2,9,24.2,33.2,12.5,4.8,3.9,65.4,2012
Clemson,16,40.3,24.1,56.1,0.43,5.2,17.2,0.301,11.9,17.9,0.666,11.2,16,10.4,20.2,30.6,12,8.8,3.5,65.4,2012
Bowling Green,16,40,25.1,53.9,0.465,4.8,13.5,0.356,10.4,15.8,0.663,13,14.9,10.3,20.7,30.9,12.9,8.2,3.1,65.4,2012
Fresno State,14,42.5,23.4,58.2,0.402,5.6,18.2,0.31,12.9,18.4,0.698,9.6,19.9,11.1,19.7,30.9,12.4,6.9,2.9,65.4,2012
Jacksonville State,16,40.3,23.2,53.1,0.437,3.9,15.4,0.256,14.9,21.6,0.688,12.2,18.9,10.9,19.5,30.4,13.1,7,4.6,65.2,2012
Southern Utah,18,40.8,24.3,50.9,0.477,1.9,6.6,0.294,14.6,19.8,0.736,13.6,21.1,8.3,22,30.3,14.2,5.7,2.7,65.1,2012
Arkansas-Pine Bluff ,18,40,22.2,51.6,0.429,4,13.7,0.291,16.6,25.9,0.642,13.5,17.8,10.9,22.9,33.8,11.9,7.3,4.7,64.9,2012
Seton Hall,18,40.3,23.5,57.1,0.411,7.4,20.2,0.366,10.4,15.5,0.67,13.2,18.3,11.2,22.3,33.6,13.7,8.6,2.9,64.8,2012
Gardner-Webb,18,40.6,22.6,55.2,0.409,5.7,17.8,0.318,13.9,21.1,0.66,13.5,17.9,11.7,22.9,34.6,11,6.4,2.6,64.8,2012
East Carolina,16,40.3,22.9,52.9,0.433,7.4,21.2,0.348,11.5,16.3,0.705,13.1,17.4,8.1,20,28.1,14.4,6.8,3.8,64.8,2012
Oklahoma,18,40.3,24.4,57.8,0.423,3.4,11.2,0.307,12.3,16.9,0.728,12.5,17.7,10.8,21.9,32.7,13.4,5.9,2.6,64.7,2012
Minnesota,18,41.1,22.8,52.4,0.436,5.8,16.2,0.356,13.2,19.1,0.694,13.8,19.8,9.4,22.6,32.1,14.7,5.9,4.4,64.7,2012
Little Rock,16,40.9,21.2,52.1,0.407,5.6,15.5,0.363,16.6,24.1,0.689,11.8,18.2,9.5,22.4,31.9,10.1,6.4,3.2,64.6,2012
Missouri State,18,40.8,23.6,55.4,0.425,5.5,15.6,0.352,12,16.5,0.727,10.7,17.8,9.3,24.1,33.4,12.8,4.8,1.9,64.6,2012
Columbia,14,40.7,22.8,51.1,0.446,6.1,16.3,0.373,12.9,16.5,0.784,11.5,18.4,7.8,22.4,30.2,12.6,4.8,2.3,64.6,2012
Arkansas State ,16,40.3,22.6,51.6,0.438,5.2,14.1,0.373,14.1,20.6,0.684,12.6,15.1,10.2,20.4,30.6,9.7,6.1,1.9,64.6,2012
Georgetown,18,40.3,22.7,51.2,0.444,5.1,15.2,0.336,13.9,20.6,0.678,13.1,18.3,10.6,23.6,34.2,13,5.9,4.7,64.5,2012
Presbyterian,18,40.3,22.7,48.8,0.465,5.8,16.9,0.344,13.3,19.3,0.687,12.6,15.2,8.3,20.7,29,10.4,3.7,1.9,64.4,2012
UNC Wilmington,18,40,23.2,55.2,0.42,5.9,17.1,0.344,12.2,18.4,0.66,13.9,16.4,10.7,24.6,35.2,11.6,5.3,3.7,64.4,2012
Mount St. Mary's,18,40.8,23.8,54.5,0.437,5.7,17.2,0.329,11,17.5,0.629,15.6,17.5,11.1,21.1,32.1,12.6,6.9,2.9,64.3,2012
Portland,16,40.4,23.1,53.9,0.429,4.8,15.5,0.31,13.2,18.6,0.714,16.1,21,9.4,21.9,31.3,12.1,5.6,3.4,64.3,2012
James Madison,18,40.3,22.6,54.7,0.412,7.2,20.8,0.345,12,17.6,0.681,11.8,19.3,8.7,20.8,29.5,13.2,5.6,2.8,64.3,2012
Missouri-Kansas City,18,40.3,22.6,50.7,0.445,8.1,21.2,0.381,11.1,15.7,0.707,13.1,19.7,5.9,18.1,23.9,12.4,6.1,1.6,64.3,2012
Florida Atlantic ,16,40.9,23,55.4,0.415,5.8,18.4,0.315,12.4,18.2,0.684,12.6,18.1,10.6,20.8,31.4,11.7,6.9,4.1,64.2,2012
Tennessee,16,40.6,21.6,49.9,0.432,5.6,16,0.348,15.5,21.8,0.713,14.9,18.3,9.5,25.2,34.7,11.8,5.6,3.8,64.2,2012
UMBC,16,40.3,23.6,58.1,0.406,5.1,16.4,0.309,11.9,17.8,0.667,13.6,20.2,9.1,20.8,29.9,10.3,6.1,1.6,64.1,2012
Pittsburgh,18,40,23.1,54.8,0.422,5.1,16.8,0.305,12.7,17.4,0.729,14.4,18.2,12.4,20.9,33.3,13.3,5.6,2.2,64.1,2012
Milwaukee,18,40.1,21.5,50.6,0.425,7.7,21.2,0.361,13.4,21.4,0.626,13.7,16.6,9.9,22.4,32.3,12.4,5.6,2.8,64.1,2012
Furman,18,40,21.9,52.3,0.418,7,20.4,0.342,13.3,19.1,0.697,14.6,20,9,22.4,31.4,11.2,5.4,3.1,64.1,2012
Harvard,14,40.4,21.6,46,0.469,5.4,15.6,0.347,15.4,20.3,0.761,11,14.5,6.9,23.5,30.4,12.4,5.2,4.3,64,2012
Rice,16,40.3,22.8,53.2,0.427,5.8,16.1,0.358,12.7,18.6,0.681,12.7,17.2,7.2,23.2,30.4,14.2,6.4,4.2,63.9,2012
Northern Iowa,18,40,22,51.8,0.424,7.6,20.1,0.38,12.3,17.2,0.713,10.7,15,7.6,23,30.6,11.1,5.5,1.7,63.9,2012
Radford,18,40,22.7,55.2,0.411,6.7,20.1,0.335,11.6,17.9,0.644,13.7,22.4,9.5,19.3,28.8,11.3,7.3,2.3,63.7,2012
Southern Illinois,18,40.3,24.1,54.6,0.442,4.5,15,0.3,10.9,18.4,0.595,13.4,20.6,10.7,19.1,29.8,12.4,6.6,3.3,63.7,2012
George Washington,16,40,23.8,53.3,0.447,3.9,12.4,0.318,12.1,17.6,0.684,12.6,18.6,10.8,19.5,30.3,12.5,6.3,3.4,63.6,2012
Cornell,14,40.4,22.1,55.6,0.397,7,20.7,0.338,12.4,17.7,0.702,12.2,18.4,9.1,22.6,31.8,12.4,7.3,3.1,63.6,2012
Michigan,18,40.6,22.4,50.7,0.442,7.9,22.7,0.347,10.7,14.4,0.745,9.6,15.2,7.2,20.3,27.5,11.6,5.2,1.7,63.5,2012
Notre Dame,18,40.8,22.4,53.1,0.423,6.5,20.6,0.315,12.1,17.1,0.707,10.1,13.8,9.9,22.4,32.3,14.3,4.9,3.2,63.4,2012
Pacific,16,39.8,20.9,51.9,0.402,6.3,19.9,0.317,15.2,21.4,0.713,9.9,16.3,8.5,20.7,29.2,12.6,4.8,1.3,63.3,2012
Canisius,18,40.3,22.3,57.2,0.389,6.7,19.7,0.338,12.1,16.2,0.746,14.7,16.9,11.5,21.8,33.2,10.8,6.6,2.7,63.3,2012
Tennessee-Martin,16,40.6,22.6,55.1,0.41,4.3,14.6,0.295,13.7,18.9,0.725,14,20.2,10.3,18.6,28.9,13.8,5.8,1.9,63.2,2012
Alabama,16,40.6,22.9,52.4,0.436,4.4,14.8,0.295,13.1,18.4,0.712,13.6,18.3,10.2,23.5,33.7,11.3,7.8,3.9,63.2,2012
Alabama A&M ,18,40.6,22.4,52.5,0.426,5.5,15.6,0.352,12.9,20.4,0.633,16.9,20.8,10.9,22.5,33.4,11.3,6,4.7,63.2,2012
Siena,18,40,22.5,53.9,0.418,5.2,16.7,0.312,12.9,18.2,0.707,14.9,14.6,11.1,23.8,34.8,11.9,5.8,3.3,63.2,2012
Holy Cross,14,40,21.9,52.4,0.419,5.4,16.9,0.318,13.9,19.1,0.728,12.1,16.6,8.7,25.1,33.8,12.4,4.6,4.6,63.1,2012
LSU,16,40.9,23.4,57.5,0.407,4.8,15.6,0.309,11.6,17,0.68,12.3,18.1,10.8,21.9,32.7,12.3,5.7,3.7,63.1,2012
Rutgers,18,40.3,23.2,56.1,0.414,5.7,17.3,0.328,11,15.9,0.69,14.5,21.3,10.9,20.1,31.1,12.6,7.6,3.6,63.1,2012
Illinois,18,40.8,22.9,52.7,0.434,5.4,18.4,0.295,11.8,16.9,0.701,13.5,18.6,8,20.8,28.8,11.2,4.4,3.5,63.1,2012
Georgia State,18,41.1,23.1,55.8,0.414,4.4,14.9,0.297,12.3,18.9,0.653,11.6,16.5,9.6,23.7,33.3,11.8,9.3,5.5,63,2012
Winthrop,18,40.6,23.8,56.6,0.42,4.6,15.1,0.305,10.7,16.7,0.641,12.9,18.1,11,21.3,32.3,10.8,7.4,3.5,62.9,2012
St. Francis (PA),18,40,23.6,50.4,0.467,4.4,13.5,0.329,11.3,17.2,0.658,16.6,17,8.2,20.1,28.3,13.7,7.3,3.2,62.9,2012
Hofstra,18,40,21.6,55.4,0.389,4.6,15.3,0.298,15.1,20.8,0.725,12.9,18.9,11.3,20.1,31.4,12.5,7.8,2.7,62.8,2012
Prairie View A&M,18,40,22.8,58,0.394,5.3,15.7,0.339,11.8,21.7,0.542,15.7,17.9,12.6,23,35.7,9.9,7.6,3.2,62.8,2012
Maryland-Eastern Shore,16,40.3,22.2,58.3,0.382,4.9,19.1,0.258,12.9,19.5,0.663,17.7,20.4,14.4,22.5,36.9,10.9,5.8,3.2,62.6,2012
UC Davis,16,40,21.4,51.9,0.412,7.6,19.2,0.397,12.1,17.3,0.7,14.5,17.1,8.6,21.4,30,11.6,4.7,2.2,62.5,2012
UTEP,16,41.6,22.8,50.1,0.456,3.8,11.8,0.323,12.8,18.6,0.685,12.9,16.8,7.1,24.2,31.2,13.9,4.9,2.6,62.2,2012
Yale,14,40.4,21,50.9,0.413,4.9,14.4,0.337,15.3,21.5,0.711,12.9,15.6,10.1,23.9,34.1,11.8,4.5,3.4,62.1,2012
Northern Arizona,16,40.3,22.6,55.7,0.405,4.9,15.8,0.312,11.9,17,0.702,15.4,15.7,12.7,21.8,34.4,13.3,6.5,2.5,62,2012
Northeastern,18,40.3,21.3,49,0.434,5.7,15.7,0.36,13.6,18.6,0.731,14.4,18.4,8.5,18.8,27.3,11.8,8.2,3.5,61.8,2012
Butler,18,40.3,21.6,52.7,0.41,4.3,16.5,0.259,14.3,21.9,0.651,13.2,18.9,11.4,21.8,33.2,11.4,6.5,3.4,61.8,2012
Fordham,16,40.3,23.3,60.8,0.384,4.8,16.9,0.281,10.4,17,0.61,12.4,17.9,14,21.4,35.4,12.4,5.4,5.5,61.8,2012
Colgate,14,40.4,21.7,50.6,0.429,6.6,17.5,0.376,11.6,17.1,0.682,10.9,17.1,7,21.4,28.4,12.6,3.4,1.9,61.6,2012
Central Michigan,16,40,21.4,55.6,0.386,6.6,19.8,0.331,12.1,18.2,0.661,11.4,19.5,12,19.1,31.1,9.4,6.5,2.4,61.5,2012
Stephen F. Austin,16,40.6,22.8,49.1,0.463,3.5,11.4,0.308,12.5,20.6,0.608,14,16.9,10.1,23.7,33.8,13.8,6.5,3.1,61.5,2012
Bryant,18,40.3,20.9,53,0.395,6.3,22.7,0.279,13.2,18.4,0.716,15.3,19.3,9.3,20.7,30.1,12.4,4.6,2.1,61.4,2012
Alabama State,18,41.1,21.4,54.4,0.394,6.2,19.6,0.318,12.3,21.4,0.573,14.7,19.3,12.8,22.3,35.1,11.6,8.1,3.5,61.4,2012
Wake Forest,16,40,21.1,51.9,0.406,5.1,16.2,0.313,14.2,18.6,0.764,13,16,7.8,23.5,31.3,11.2,4.2,5.1,61.4,2012
Howard,16,40,20,50.8,0.394,4,13.6,0.294,17.3,26.3,0.658,16.1,20.8,10.8,21.7,32.6,9.4,5.6,3.3,61.3,2012
Pennsylvania ,14,40.4,22.6,50,0.453,7.1,18,0.393,8.9,12.9,0.694,11.9,18.4,7.7,19.1,26.8,12.4,7.5,2.2,61.3,2012
Miami (OH),16,40.3,21.9,49.1,0.445,7.5,20.2,0.372,9.7,14.2,0.68,12.3,16.2,7.3,19,26.2,12.4,5.3,2.1,60.9,2012
Ball State,16,40,21.3,51.5,0.414,6.1,18.8,0.326,12.2,17.3,0.704,12.8,16,10.4,20.7,31.1,12.8,5.6,2.3,60.9,2012
Texas A&M-CC,16,40.3,22,52.3,0.421,4.8,15.9,0.302,12.1,19.4,0.624,15.4,20.1,9.8,22.2,32,13.1,5.3,3.3,60.9,2012
UAB,16,40,21.9,51.1,0.428,6.6,17.6,0.377,10.4,15.1,0.69,12.7,15.9,9.4,23.1,32.5,12,4.6,3.1,60.9,2012
Alcorn State,18,40,21.6,51.7,0.418,3.6,12.3,0.294,14,19.9,0.704,15,18.9,8.3,19.6,27.9,9,6.6,2.4,60.8,2012
Tulane,16,40.6,21.1,50.7,0.417,5.8,17.9,0.322,12.8,19.7,0.651,13.2,17.8,8.2,20.2,28.4,11.3,7,2.8,60.8,2012
Wisconsin,18,40.6,20.4,50.5,0.404,6.9,21.3,0.323,12.9,16.7,0.774,9.2,15,9.1,22.2,31.4,10.4,4.3,3.4,60.6,2012
Morehead State,16,40,20.8,46.9,0.443,5.8,17.6,0.33,13.2,17.5,0.757,14.2,18.4,8.9,19.9,28.8,11.6,8.1,1.1,60.6,2012
Southern,18,40.6,20.8,49.3,0.423,5.1,15.2,0.333,13.8,20.6,0.67,13,17.9,7.4,23.5,30.9,10.2,6.1,3.9,60.5,2012
Western Illinois,18,41.1,21.9,48.4,0.453,4.6,12.4,0.371,12,17.5,0.686,10.2,15.6,7.2,18.7,25.9,12.1,6.3,3.1,60.5,2012
Kennesaw State,18,40.6,22.3,53.5,0.416,6,18.7,0.321,9.9,17,0.582,13.8,16.8,9.9,17.5,27.4,11.8,6.2,1.9,60.4,2012
Penn State,18,40,21.5,54.4,0.395,5.5,18.4,0.298,11.9,16.4,0.723,11.3,20.6,10.1,19.5,29.6,10.1,6.4,1.9,60.4,2012
Citadel,18,40.8,21.8,50.7,0.429,4.5,14.5,0.31,12.3,18.2,0.677,15.5,16.3,8.2,21.2,29.5,12.4,5.7,1.6,60.4,2012
Bradley,18,40,20.3,54.2,0.375,5.4,17.1,0.315,14.3,20.4,0.7,12.5,18.7,8.9,21.2,30.2,10.8,5.9,2.7,60.3,2012
Fairleigh Dickinson,18,40,22.5,54.2,0.415,3.7,13.8,0.266,11.7,17.2,0.677,14.9,18.1,8.6,22.1,30.7,10.9,5.3,3.9,60.3,2012
Illinois-Chicago,18,40.6,21,53.8,0.39,6.6,19.4,0.341,11.7,16.6,0.702,13.2,18.8,10.9,20.4,31.3,11.1,4.6,2.8,60.3,2012
William & Mary,18,40.3,20.4,49.7,0.411,6.8,20.4,0.335,12.6,17.6,0.715,11.9,16.4,6.7,21.6,28.3,10.8,5,2,60.2,2012
Grambling State,18,40.3,20.6,51.1,0.403,4.3,14.5,0.299,14.7,20.8,0.709,14.2,16.7,8.1,20.1,28.2,8.9,4.9,3.2,60.2,2012
New Hampshire,16,40,20.9,50.8,0.411,7.7,21.2,0.362,10.7,16.9,0.631,13.6,17.6,8.1,21.2,29.2,10.3,5.9,2.6,60.1,2012
Boise State,14,40.4,20.8,53.9,0.386,6.3,22.4,0.28,12.1,17.6,0.691,12.4,18.2,8.9,22.4,31.4,9.8,5.3,1.7,60,2012
Virginia,16,40.3,22.9,50.6,0.452,4.6,14.3,0.323,9.5,13.4,0.707,10.9,15.8,6.7,23.1,29.8,11.9,6,2.7,59.9,2012
Virginia Tech,16,40.6,21.8,54.8,0.397,6.1,17.1,0.359,10.2,15,0.683,10.8,17.3,9.1,19.3,28.4,10.1,5.2,2.7,59.9,2012
Louisiana-Monroe ,16,40.3,21.5,53.4,0.402,6.5,17.6,0.37,10.4,16.5,0.629,13.1,17,8.2,21.3,29.6,11.1,5.8,2.4,59.9,2012
UC Riverside,16,40.9,21.8,52.3,0.417,4.1,13.9,0.296,12.1,17.3,0.697,14.4,16.9,8.3,23.4,31.7,9.9,4.8,4.3,59.8,2012
Georgia,16,40.6,21.4,56.1,0.382,6.1,20.4,0.298,10.7,15.6,0.687,9.6,16.9,10.6,20.6,31.2,10.3,6.7,3.6,59.6,2012
Sam Houston State,16,40.3,20.4,47.7,0.427,4.8,14.8,0.326,14.1,23.3,0.603,15.2,18.4,9.1,24,33.1,13.2,4.7,2.1,59.6,2012
Eastern Illinois,16,40,21.6,51.2,0.421,4.8,14,0.339,11.6,15.6,0.747,13.1,17.2,9.2,19,28.2,11.6,5,1.9,59.5,2012
South Carolina,16,40.3,21.5,56.8,0.379,6.5,20.8,0.312,9.6,13.4,0.712,12.2,17.9,11.7,16.6,28.2,9.1,6.8,4.4,59.1,2012
Wyoming,14,40.4,20.6,47.7,0.431,6.1,18.2,0.337,11.7,16,0.732,11,16.4,7.2,20.4,27.6,11.5,5.8,2.9,59,2012
Brown,14,40,21.4,55.1,0.389,7.4,19.5,0.377,8.7,14.3,0.61,11.2,15.2,9.6,21.2,30.8,11.4,4.9,2.6,58.9,2012
Hartford,16,40,20.4,49,0.417,6.9,22.9,0.301,11.1,15.5,0.714,12.4,18.2,5.7,19.6,25.3,12.4,5.7,1.6,58.8,2012
Georgia Tech,16,40.2,21.7,52.8,0.411,5.7,17,0.335,9.5,14.4,0.661,13.4,16.6,9.8,21.6,31.3,10.6,5.3,3.9,58.6,2012
Texas A&M,18,40.3,21.3,51.6,0.414,5.7,16.7,0.34,10,15,0.667,12.9,18.4,8,20.2,28.3,10.2,5.7,2.2,58.3,2012
South Florida,18,40,21.5,48.6,0.443,4.2,13.7,0.308,11.1,15.3,0.727,14.1,15.2,9.3,22.8,32.2,12.3,5.1,3.8,58.3,2012
Auburn,16,40.9,20.7,52.6,0.393,4.8,16.8,0.283,12,18.9,0.634,13.1,17.6,9.5,22.7,32.2,11,5.8,3.8,58.1,2012
Arizona State,18,40,20.4,45.2,0.451,6.1,16.3,0.371,11.1,17.1,0.651,16.4,16.5,6.9,20.4,27.3,12.3,5.6,3.7,57.9,2012
Pepperdine,16,40,21.4,53.2,0.402,3.6,13.8,0.262,11.6,18.3,0.631,12.9,17.9,10.8,22.6,33.4,11.8,4.5,2.8,57.9,2012
Jackson State,18,41.1,20.6,54.4,0.379,4.1,13.5,0.305,12.3,18.3,0.67,13.7,19.7,12,21.9,33.8,8.6,6.9,3.2,57.6,2012
Nebraska,18,40,20.5,49.7,0.412,6.4,20.6,0.31,9.9,12.9,0.767,13.2,16.1,6.6,19,25.7,12.2,7,1.9,57.3,2012
Wright State,18,40.3,19.3,48.1,0.401,5.6,16.1,0.349,13.1,18.3,0.717,13.2,19.1,7.2,19.2,26.4,8.8,6.9,1.5,57.3,2012
