Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Year
Missouri State,18,40,23.4,50.9,0.46,7.1,17.6,0.401,14.3,19.3,0.741,10.9,16.4,8.3,22.3,30.6,13.5,5,2.9,68.3,2011
Florida State,16,40,24.3,55.5,0.438,5.8,17,0.338,13.9,20.6,0.675,14.6,18.9,10.8,24,34.8,11.5,9,4.7,68.2,2011
Indiana State,18,40.8,23,53.7,0.429,7.6,20.5,0.371,14.7,20.1,0.731,12.9,20.1,9.5,24.2,33.7,13.4,6.6,3.8,68.2,2011
Portland State,16,40,23.6,55.4,0.427,7.4,20.6,0.359,13.5,19.4,0.695,10.8,16.8,9.1,20.3,29.4,11.6,5.3,2.4,68.1,2011
Winthrop,18,41.1,24.6,58.1,0.423,4.2,14,0.298,14.8,23.7,0.625,13.1,20.3,11.8,23.6,35.3,11.7,8.2,3.6,68.1,2011
UCLA,18,40.8,23.6,52,0.454,5.1,15.8,0.32,15.8,22.2,0.713,14,16.5,9.9,24.8,34.7,14.4,5.1,5.8,68.1,2011
North Florida,20,41,23.1,51.4,0.451,6.3,19.5,0.326,15.4,23.5,0.657,15.4,20.6,10.1,21.5,31.6,12.8,5.9,3.6,68.1,2011
Colorado State,16,40,23.8,52.4,0.454,5.2,17.4,0.302,15.2,22.4,0.677,13.2,18.2,8.5,23.5,32,13.8,6.5,2.8,68.1,2011
Wisconsin,18,40.6,23.3,52.4,0.445,8.2,21.7,0.379,13.1,15.3,0.851,5.9,15.9,8.4,19.6,28,12.2,2.9,2.5,67.9,2011
Loyola (MD),18,40.3,23.9,57.1,0.42,6.1,17.3,0.354,13.9,19.9,0.701,12,18,11.9,20.9,32.8,12.2,6.6,4.7,67.9,2011
Connecticut,18,41.1,24.6,59.3,0.414,6,18.7,0.321,12.8,17.6,0.728,10.7,16.7,11.6,23.2,34.8,13.4,5.6,4.7,67.9,2011
Mercer,21,41,22.3,53.3,0.419,6.8,19,0.356,16.4,24.1,0.68,13.2,20,9.6,21.6,31.2,12,6.9,2.9,67.9,2011
Texas-RGV,12,40.4,22.2,51.3,0.432,8.2,19.5,0.423,15.4,23.3,0.661,14,20.4,9.7,22.4,32.1,13,4.8,1.7,67.8,2011
St. Francis (PA),18,40.3,22.4,50.2,0.447,6.1,16.9,0.362,16.7,22.7,0.738,14.6,21.7,8.1,21.8,29.9,13.4,5.3,3.7,67.7,2011
Creighton,18,40.3,23.6,49.3,0.477,6.9,17.7,0.393,13.7,19.3,0.707,12.6,15.8,8.2,24.1,32.4,13.7,4.3,2.8,67.7,2011
Jacksonville,21,41,24.1,58,0.416,4.1,14.3,0.289,15.4,22.2,0.692,15,20.5,12.9,23.6,36.5,12.5,7.8,4,67.7,2011
Sacred Heart,18,40.6,23.4,54.1,0.432,5.9,16.5,0.36,14.9,20.9,0.715,14.8,19.3,10.5,21.2,31.8,12.8,7.2,3.2,67.7,2011
Fairfield,18,40.3,24.4,54.8,0.445,4.6,13.3,0.342,14.2,21.6,0.66,13.2,17.8,11.2,23.9,35.1,14.1,7.6,3.6,67.6,2011
UAB,16,41.2,24.3,55.3,0.44,7.4,22.8,0.326,11.4,16.3,0.701,11.4,17.4,10.4,22.6,32.9,13.4,5.2,3.3,67.5,2011
Middle Tennessee State,16,40.6,22.1,51.8,0.428,5,14.6,0.342,18.2,25.4,0.717,15.5,23.6,10.8,21.4,32.2,10.6,8.8,3.7,67.5,2011
Columbia,14,40.7,24.3,59.8,0.406,4.6,15.2,0.3,14.3,19.4,0.735,11.1,18.7,11.1,22.5,33.6,10.9,6.4,3.2,67.4,2011
Montana,16,40.3,24.5,50.9,0.482,4.7,13.6,0.346,13.7,20.1,0.68,11.4,15.5,8.5,23.7,32.2,14.2,5.8,4.9,67.4,2011
American University,14,40.7,23.4,51.3,0.457,6.1,18,0.341,14.4,19.6,0.731,11.4,16.9,9,24.5,33.6,13.5,4.1,3,67.4,2011
St. John's,18,40,22.8,51.4,0.444,4,12.1,0.33,17.7,23.9,0.74,12.7,17.5,9.4,21,30.4,11.8,8,2.6,67.3,2011
Canisius,18,40,25.1,57.5,0.437,7.9,21.9,0.363,9.2,13.2,0.696,12.1,18.8,9.9,21.8,31.7,15.3,6.8,5.2,67.3,2011
Tennessee-Martin,18,40.8,22.7,52.3,0.435,5.2,15.8,0.33,16.6,22.2,0.748,14.9,20.1,8.4,20,28.4,11.3,6.5,2.8,67.3,2011
Texas-San Antonio,16,40,22.3,53.1,0.42,6.2,18.9,0.331,16.4,22.8,0.72,13.6,19.3,9.5,22.8,32.2,12.2,6.2,2.6,67.2,2011
Youngstown State,18,40.6,24.8,59.9,0.415,7.8,22.6,0.345,9.8,16.6,0.591,11.8,20.3,8.8,21.4,30.2,14.6,5.6,4.9,67.2,2011
Georgia Tech,16,40,24.6,60,0.409,6.6,20.9,0.317,11.4,17.2,0.659,13.6,21.2,12.1,20.4,32.5,12.5,9.6,3.7,67.1,2011
Ball State,16,40,22.3,49.2,0.453,5.1,13.9,0.365,17.4,24.7,0.706,13.6,17.6,9.8,21.7,31.5,13.1,6.1,2.4,67.1,2011
Texas Southern,18,40.9,22.3,50.8,0.44,5.9,19.6,0.3,16.6,27.3,0.607,16.3,17.8,10.3,25.1,35.4,12.9,9.1,4.1,67.1,2011
Bryant,18,40.8,23.2,54.6,0.425,7.8,21.8,0.359,12.8,19.5,0.658,13.1,18.4,8.9,20.8,29.8,13.1,5.1,2.6,67,2011
Miami (FL),16,40.3,23.5,53.9,0.436,7.9,21.2,0.375,12,16.9,0.711,13.7,17.8,10.4,22.7,33.1,11.2,5,3.1,66.9,2011
Yale,14,41.1,23.6,54.2,0.436,4.8,15.7,0.305,14.8,20.3,0.729,12.1,16.9,8.6,25.1,33.8,12.1,4.6,5.3,66.9,2011
Maryland-Eastern Shore,16,40.3,24.4,59.2,0.412,5.6,18.9,0.294,12.2,19.4,0.627,13.9,20.8,11.8,20.9,32.7,12.1,6.8,2.2,66.8,2011
Navy,14,40.7,21.9,55.6,0.394,7.6,25.4,0.299,15.4,21.2,0.724,13.1,19.5,8,21.8,29.8,12.3,8.9,2.5,66.8,2011
Oregon,18,40,23.7,57.7,0.411,7.8,22.2,0.35,11.6,15.7,0.738,11.8,18.4,9.1,19.8,28.8,13.9,7.4,1.8,66.8,2011
Arkansas State ,16,40,22.7,51.2,0.443,5.2,14.6,0.361,16.1,23.2,0.694,13.1,17.6,10.6,22.7,33.2,10.5,5.6,2.9,66.8,2011
Oklahoma State,16,40.6,22.2,53.8,0.413,3.8,14.4,0.26,18.6,25.6,0.726,13.1,21.9,10.2,21.1,31.3,9.1,7.4,2.9,66.7,2011
Arkansas,16,40.6,22.5,53.5,0.421,5.4,14.9,0.364,16.2,22.8,0.714,12.1,18.2,8.8,21,29.8,10.2,5.4,4.6,66.7,2011
East Carolina,16,40,20.8,49.7,0.419,7.6,21.4,0.357,17.4,25.3,0.686,12.6,19.5,8.3,20.3,28.6,12.4,7.2,1.9,66.6,2011
Army,14,40,22.8,56.6,0.403,7.7,23.5,0.328,13.3,17.9,0.744,13.1,19.8,8.2,22.1,30.3,13.1,4.6,1.4,66.6,2011
Clemson,16,40,23.2,54.4,0.426,6.8,19.6,0.344,13.4,18,0.747,13.2,18.6,10.5,23.1,33.6,12.8,7.5,4.9,66.6,2011
St. Francis (NY),18,40,22.6,57,0.396,6.9,22.8,0.302,14.6,22.6,0.644,12.3,20.9,11.9,19.7,31.6,11.8,7.6,1.9,66.6,2011
Oregon State,18,40,22.9,55.8,0.411,4.7,16.2,0.289,16,23.6,0.678,15.3,18.8,11.7,21.6,33.3,11.6,8.2,2.3,66.6,2011
Hawaii,16,40.9,23.8,54.2,0.439,5.2,16.1,0.327,13.6,20.2,0.673,14.8,20.8,9.9,23.6,33.4,11.3,4.9,5,66.5,2011
Northeastern,18,40.3,23.9,51.7,0.462,6.1,16.1,0.379,12.6,16.5,0.761,11.9,18.6,9,18.3,27.3,14.7,6.4,2.1,66.4,2011
Northwestern,18,40.3,23,54.1,0.425,9,24.6,0.366,11.4,15.7,0.724,9.1,17.8,7.3,18.2,25.5,15.3,5.9,3,66.4,2011
Siena,18,40,23.8,59.3,0.401,5,14.5,0.345,13.8,20.6,0.67,13.8,15.8,13.3,23.9,37.2,11.9,6.7,3.6,66.3,2011
Tennessee,16,40.6,24.1,57.2,0.421,5.3,17.6,0.301,12.8,18.9,0.675,12.3,18.6,12.5,22.7,35.2,12.8,7.9,3.5,66.3,2011
Alabama,16,40.3,24.1,55.1,0.438,3.2,11.9,0.267,14.8,20.3,0.729,13.4,18.2,11.4,21.7,33.1,10.8,9.1,5.1,66.2,2011
Fresno State,16,40.3,22.9,55.1,0.416,6.1,20.8,0.291,14.2,22.2,0.64,12.1,18.2,10.8,21.5,32.2,14.8,8.2,2.9,66.2,2011
Loyola (IL),18,40.3,23.3,54.6,0.426,6.1,16.8,0.36,13.6,18.7,0.724,12.7,17,10.1,22,32.2,11.8,5.7,3.4,66.2,2011
Rhode Island,16,40.3,23.8,58.6,0.406,6.4,21.3,0.299,12.2,17.7,0.693,11.7,18,11.4,22.6,34,12.1,6.4,3.9,66.1,2011
Alabama A&M ,18,40.3,22.6,55.2,0.408,4.6,14.9,0.305,16.4,25.8,0.637,15.6,19.3,11.4,25.9,37.3,12.4,9.1,5.9,66.1,2011
Morgan State,16,40,21.9,52.6,0.417,3.4,13.1,0.262,18.9,27.6,0.685,15.1,20.8,12.4,22.9,35.3,12.1,6.4,3.9,66.1,2011
South Carolina State,16,40.3,23.6,56.7,0.416,6.6,18.8,0.349,12.4,18.4,0.671,15.2,20,12.1,21,33.1,12.6,5.8,3.4,66.1,2011
Tennessee State,18,40.8,21.6,50.7,0.425,7.1,18.8,0.375,15.8,21.4,0.738,14.6,18.3,9.7,21.1,30.8,12.1,6.1,3.4,66,2011
Bradley,18,40.3,24.1,54.6,0.442,4.4,13.6,0.324,13.3,17.8,0.748,10.9,18.4,8.3,22.6,30.9,11.8,5.9,2.6,65.9,2011
Vermont,16,40.3,23.8,52.9,0.449,4.7,13.9,0.336,13.8,19.1,0.719,11.1,15.9,11,23.3,34.3,12.3,5.3,3.1,65.9,2011
Eastern Washington,16,40.6,22.2,54.6,0.407,7.6,20.6,0.371,13.8,20,0.688,11.3,21.1,11,19.6,30.6,11.3,5.6,3.5,65.9,2011
Pacific,16,40.6,22.4,50.1,0.447,8.4,22,0.381,12.6,18.2,0.694,11.9,15.2,8.6,23.7,32.3,14.3,4.2,2,65.8,2011
Rice,16,40.9,22.3,53.1,0.42,5.8,16.2,0.355,15.4,21.6,0.716,12.8,20.1,9.9,21.2,31.1,12.4,7.7,2.8,65.8,2011
West Virginia,18,40,22.8,55.4,0.412,6.1,18.4,0.331,13.9,19.6,0.711,11.3,16.1,12.8,21.6,34.4,15.4,4.4,4.3,65.8,2011
Bowling Green,16,40.9,25,56.2,0.445,4.4,13.8,0.317,11.4,16.9,0.672,12.7,17.9,9.7,21.5,31.1,13.9,7.9,3.9,65.8,2011
Stetson,20,41,23.1,53.4,0.434,5.8,18.6,0.311,13.6,21.6,0.631,15.2,21.1,10.1,20.2,30.3,9.9,7.8,3.6,65.7,2011
Stanford,18,40,23.3,54.4,0.428,6.3,18.4,0.343,12.8,18.9,0.674,12.7,18.6,9.3,21.2,30.5,11.7,4.8,2.8,65.7,2011
Baylor,16,40.3,23.1,50.4,0.458,5.2,14.4,0.364,14.1,19.9,0.708,16.3,17.4,9.3,21.1,30.4,10.7,6,4.1,65.6,2011
UC Santa Barbara,16,40.3,22.7,51.1,0.444,7.1,20.4,0.347,13.2,17.6,0.748,13,18.6,8.5,22.2,30.7,14.6,6.6,4.1,65.6,2011
Houston,16,40.6,22.8,50.2,0.455,5.8,14.3,0.406,14.2,19.8,0.716,13.9,19.1,8.1,21,29.1,11.9,5.1,4.3,65.6,2011
Citadel,18,40,24,52.8,0.454,4.8,14.9,0.32,12.8,17,0.752,12.5,15.9,9.6,22.7,32.3,12.3,4.7,1.7,65.6,2011
Southeast Missouri State,18,40.3,22.4,50.9,0.439,4.6,14.9,0.31,16.1,25.8,0.623,14,20.1,9.2,21.9,31.2,11.8,4.4,3.5,65.4,2011
Nebraska,16,40.3,23.3,52.5,0.444,5.4,16,0.34,13.4,18.9,0.706,13.2,18.5,8.8,22.4,31.2,12.9,6.7,2.9,65.4,2011
Idaho State,16,40.9,22.3,56.5,0.395,4.1,14.5,0.28,16.7,23.1,0.722,11.9,19.1,11.8,21.5,33.4,8.7,6.4,4.1,65.4,2011
USC,18,40.3,23.3,53.6,0.436,6.1,17.7,0.343,12.6,19.6,0.643,9.9,18.2,9.2,22,31.2,11.7,5.6,2.6,65.3,2011
William & Mary,18,40.3,22,49.5,0.444,8.3,22.4,0.371,12.9,17.8,0.726,11.7,16.9,6.3,22.3,28.7,13.3,4.4,3.4,65.3,2011
Montana State,16,40,22.3,54.9,0.407,7.1,22.1,0.32,13.6,21.2,0.64,11.1,17.1,9.9,20.9,30.8,11.4,5.4,2.2,65.2,2011
Alabama State,18,40.6,21.6,52.4,0.413,4.4,15.7,0.28,17.6,29.5,0.597,14.9,22.8,13.5,21.5,35,12.4,7.5,4.5,65.2,2011
Seton Hall,18,40,23.8,58,0.411,5.4,18.8,0.289,12.1,18,0.673,11.7,18.2,9.5,22,31.5,12.9,7.7,3.3,65.2,2011
Boston University,16,40.3,21.6,51.4,0.421,7.3,20.3,0.36,14.6,20,0.731,11.9,17.3,10.7,22.8,33.5,10.2,5.2,4.1,65.2,2011
Memphis,16,40.3,24.1,53.8,0.449,4.4,16,0.273,12.6,19.4,0.646,15.2,20.3,10.6,22.1,32.6,13.1,7.5,5.6,65.2,2011
Iowa,18,40.6,24.6,55.2,0.445,4.2,13.9,0.299,11.9,17.1,0.697,14,16.6,10,20.5,30.4,13.8,5.6,3.1,65.2,2011
Kennesaw State,20,40.8,23.2,55.2,0.42,5.8,18.7,0.31,12.9,19.9,0.647,14.3,16.9,11.8,20.1,32,10.9,5.1,3.8,65.1,2011
Central Arkansas,16,40.3,22.2,55.6,0.399,4.5,16.4,0.275,16.2,26.2,0.617,15.8,20.1,10.6,20.8,31.3,10.2,7.2,2.5,65.1,2011
Saint Peter's,18,40.3,22.2,54.7,0.407,6.2,16.9,0.365,14.4,21.7,0.667,14.7,18.9,12,24.2,36.3,11.8,7.8,4.6,65.1,2011
High Point,18,40.8,23.2,56.2,0.412,5.6,16.9,0.329,13.2,20,0.661,14.8,21.1,11.1,20.6,31.7,11.2,7.6,3,65,2011
Indiana,18,40.3,23.2,53.7,0.432,5.7,17.2,0.329,12.8,16.7,0.77,11.2,21.9,10,21.2,31.2,10.1,4.9,1.8,64.9,2011
Georgetown,18,40,22.9,51.6,0.445,6.2,19.2,0.324,12.8,17.5,0.73,12.3,18.2,9.2,22.1,31.3,13.4,4.9,4.4,64.9,2011
Towson,18,40.3,23.3,53.8,0.433,6.2,17.2,0.362,12.1,17.2,0.703,10.2,16.6,8.4,19.2,27.6,11.6,5.2,2.7,64.9,2011
Cincinnati,18,40.3,22.9,54.3,0.423,6,18.7,0.321,12.9,19.3,0.671,11.3,18.2,11.2,20.3,31.5,13.3,7.1,3.3,64.8,2011
Wright State,18,40,22.1,49.9,0.442,7.1,18.7,0.378,13.7,18.4,0.743,10.9,17.9,6.1,18.1,24.2,10.3,6.3,1.1,64.8,2011
Rutgers,18,40.3,24.1,54.6,0.441,5.2,15,0.348,11.5,16.6,0.695,12,20.4,9.6,20.3,29.9,13.4,7,4.1,64.8,2011
Charlotte,16,41.9,22.9,55.4,0.413,6.5,19.2,0.338,12.5,17.6,0.709,15.1,17.8,10.5,22,32.5,11.6,6.4,2.8,64.8,2011
Texas A&M,16,40.9,22.2,50.4,0.44,5.1,15.8,0.325,15.5,23.1,0.672,11.6,17.5,10,21.2,31.1,12.1,6.4,1.3,64.8,2011
Michigan,18,40.3,23.4,50.9,0.46,8.1,21.3,0.381,9.7,14.3,0.681,9.3,17.4,5.9,20.3,26.2,13.2,4.6,2.1,64.7,2011
Michigan State,18,40.8,23,54.5,0.422,5.6,17.8,0.316,13.1,18.4,0.711,11.6,18.8,10.6,22.3,32.9,14.3,5.4,4.8,64.7,2011
Dayton,16,40,23.4,56.9,0.411,6.2,17.8,0.352,11.7,17.6,0.663,13.1,19.8,11.6,23.4,35,14.1,4.6,3.1,64.7,2011
Tulane,16,40.3,22.8,54.3,0.419,8.2,21.7,0.378,11,16.8,0.657,11.4,16.9,8.7,18.2,26.9,13.4,6.7,2.9,64.7,2011
George Washington,16,40,22.7,52.8,0.43,5.5,15.9,0.346,13.8,21.1,0.653,13.1,18.2,11.7,22.8,34.5,11.1,6,4.8,64.6,2011
Utah,16,40,23.4,55.5,0.422,6.4,17.9,0.36,11.2,16.8,0.669,12.7,17.6,8.4,24.4,32.8,9.5,3.9,4.9,64.6,2011
Evansville,18,40,22.5,50.7,0.444,4.1,12.5,0.329,15.4,22,0.702,11.4,20.4,6.8,21.1,27.8,14.2,5.6,1.8,64.6,2011
DePaul,18,40.3,24.1,58.5,0.412,6,18.4,0.325,10.3,15.8,0.651,12.9,19.3,10.8,18.4,29.2,14.4,6.5,2.7,64.5,2011
UMBC,16,40.9,23.1,56.8,0.406,6.3,17.9,0.352,11.9,16.2,0.737,11.6,18.1,9.7,21.7,31.3,10.7,5.9,1.6,64.4,2011
Florida Gulf Coast,20,40.8,21.4,54.8,0.392,5.8,17.6,0.333,15.6,23.8,0.657,16.1,19.1,11.8,22.8,34.6,11.4,5.8,2.4,64.3,2011
UNC Wilmington,18,40.6,23.2,53.4,0.435,6.1,17.7,0.345,11.8,16.4,0.716,12.7,15.9,10.5,22.2,32.8,10.7,5.7,3.3,64.3,2011
Nicholls State,16,40.3,22,50.4,0.436,6.8,20,0.338,13.4,19.6,0.682,12.4,19.2,8.1,19.8,27.9,13.5,6.6,1.1,64.1,2011
Drake,18,40.3,21.9,50.6,0.433,6.3,17.3,0.367,14,20.8,0.674,11.2,17.9,6.6,21,27.6,10.5,5,2.6,64.1,2011
South Carolina,16,40.6,23.1,62.3,0.371,6.1,22.1,0.277,11.7,16.6,0.706,11.9,19.2,13.5,20.5,34,9.1,6.6,6,64.1,2011
Campbell,20,40.2,23.4,53.5,0.437,3.5,10.6,0.325,13.8,21.9,0.634,14.4,23.1,10.8,20.5,31.2,13.3,6.7,5.3,64,2011
Eastern Kentucky,18,40.3,22.1,50.2,0.441,8.1,22.7,0.357,11.7,15.3,0.761,10.7,18.7,6.8,17.1,23.9,13.7,5.9,2.2,64,2011
Arkansas-Pine Bluff ,18,40.8,21.3,52.1,0.41,6.4,17.6,0.363,14.9,23.2,0.645,15.4,21.3,9.3,22.5,31.8,12.4,7.1,2.5,64,2011
Northern Iowa,18,40,21.1,49.2,0.429,7.1,20.2,0.353,14.4,18.5,0.781,8.6,16.9,6.1,19.7,25.8,10,5.2,1.4,63.8,2011
Minnesota,18,40,22.9,51.5,0.444,3.9,13.3,0.296,14,20.3,0.69,12.5,16.1,10.8,23.3,34.1,14.9,5.6,5.2,63.7,2011
Massachusetts,16,40.3,22.1,55.5,0.398,5.8,19.1,0.305,13.8,20.9,0.657,13.8,20.5,11.8,25.5,37.2,11.2,5,3.4,63.7,2011
UC Riverside,16,40.3,22.8,55.3,0.412,5.1,16.1,0.318,12.9,18.7,0.692,12.6,18.7,10.2,21.7,31.9,11.9,5.1,3.4,63.7,2011
Mount St. Mary's,18,40,22.1,49.4,0.447,5.1,14.1,0.36,14.2,20.7,0.688,14.7,19.6,8.3,21.9,30.2,12.2,6.2,3.9,63.5,2011
Centenary,18,40,21.1,50.3,0.418,4.6,13.8,0.329,16.8,24.9,0.675,16.8,20.9,8.6,19,27.6,9.9,7.3,2.6,63.4,2011
Fairleigh Dickinson,18,40.3,22.4,53.9,0.415,5.2,15.8,0.327,13.4,19.8,0.675,15,17.9,11,21.9,32.9,12,5.6,3.2,63.3,2011
Sacramento State,16,40.6,21.6,53.8,0.401,5.7,18.8,0.302,14.4,20.6,0.7,14.1,17.9,11.7,22.6,34.3,12.9,5.4,4.2,63.2,2011
Penn State,18,40,22.6,49.1,0.459,6.4,18.9,0.341,11.7,15.8,0.737,9.6,15.8,7.8,19.4,27.2,12.9,4.2,2.1,63.2,2011
Illinois-Chicago,18,40.8,24,55.5,0.432,4.4,14.8,0.297,10.8,16.5,0.657,15.6,16.9,12.4,22.9,35.3,10.9,4.5,2.6,63.2,2011
Oklahoma,16,40.3,21.9,51.9,0.421,5.3,18.1,0.294,14.1,19.2,0.733,12.4,18.3,7.6,19.3,26.9,11.1,5.8,2.6,63.1,2011
Southern Methodist,16,40.3,22.6,45.9,0.493,7.4,18.4,0.4,10.5,14.2,0.737,13.8,16.4,5.6,18.8,24.4,14.4,6.7,3.6,63.1,2011
UCF,16,40.1,20.9,50.9,0.411,5.8,18.4,0.315,15.3,21.6,0.708,13.3,17.9,10.4,20.9,31.3,10.1,5.5,5.2,63.1,2011
Wyoming,16,40,23,55.6,0.414,5.1,17.8,0.284,12,18.6,0.646,13.2,18.5,8.4,20.7,29.1,10.5,6.6,3.9,63.1,2011
Old Dominion,18,40,22.9,54.4,0.42,4.6,15.2,0.3,12.7,18.3,0.691,11.2,14.6,15,23.1,38.1,14.8,6.7,3.9,63,2011
Arizona State,18,40.3,22.7,53.4,0.426,7.7,21,0.368,9.7,15.9,0.612,11.8,19.1,8.1,20.4,28.4,14.1,5.9,3.9,62.9,2011
Delaware State,16,40.6,22.6,52.6,0.429,7.1,20.6,0.345,10.5,15.1,0.697,10.6,15.2,7.6,16.2,23.8,11.3,8.2,3.7,62.8,2011
Presbyterian,18,40.8,21.7,50.4,0.431,7.1,19.1,0.37,12.1,16.5,0.731,13.3,14.7,8.2,21.8,30,11.6,3.5,1.9,62.6,2011
Jacksonville State,18,40.6,22,51.4,0.428,6.9,17.8,0.391,11.6,16.9,0.685,14.3,20.1,9,17.3,26.3,13.4,6.6,4.1,62.6,2011
Delaware,18,40.6,21.1,52.1,0.405,5.8,16.1,0.362,14.4,20,0.719,10.5,18.3,8.8,22.9,31.7,9.6,3.9,3.8,62.4,2011
Florida A&M,16,40.6,20.9,51,0.409,6,18.5,0.324,14.7,23.7,0.62,16,18.9,12.3,22.5,34.8,8.8,7.4,3.8,62.4,2011
Prairie View A&M,18,40.9,22.4,57.8,0.388,5.6,18.9,0.297,11.7,21,0.558,14.8,19.9,12.8,25.4,38.2,11.3,6.7,4.1,62.2,2011
Stephen F. Austin,16,40.6,22.9,50.4,0.455,3.2,11.1,0.288,13.1,17.7,0.742,14.4,17.7,11.2,20.9,32.1,14.1,5.4,1,62.2,2011
South Florida,18,40.3,21.9,52.9,0.413,4.4,14.7,0.298,13.8,18.6,0.743,13.9,18.4,11.4,20.9,32.3,11.9,4.4,3.4,61.9,2011
Grambling State,18,40.6,22.2,55.7,0.399,4.6,15.4,0.3,12.8,20.9,0.612,13.3,20.5,10.6,25.8,36.4,10.6,5.5,2.2,61.8,2011
Marist,18,40,20.8,52.3,0.397,7,21.1,0.332,13.4,19.3,0.695,14.1,18.5,9.5,22.3,31.8,10.1,4.9,2.6,61.8,2011
Fordham,16,40,22.6,60.9,0.37,6.3,19.8,0.319,10.2,16.2,0.633,13.4,19.8,12.8,22.1,34.9,11.9,4.4,4.4,61.7,2011
Air Force,16,40.3,21.8,47.4,0.46,7.5,19.1,0.393,10.6,15.5,0.685,11.6,18.3,5,21.4,26.4,15.7,5.8,2,61.7,2011
Texas A&M-CC,16,39.9,21.9,50.2,0.437,4.6,16.3,0.284,13.1,19.2,0.684,16.6,19.1,9.1,21,30.1,11.9,5.8,3.5,61.6,2011
Saint Joseph's,16,40,21.3,52.1,0.409,6.4,18.9,0.337,12.6,17.8,0.708,9.2,16.1,8.2,20,28.2,12.2,4.9,5.9,61.6,2011
Wake Forest,16,40,21.5,54.4,0.395,5.1,15.9,0.319,13.5,18.5,0.73,15.2,19.2,8.2,20.2,28.3,10.7,4.9,5,61.6,2011
Monmouth,18,40.6,20.9,51.1,0.409,5.8,17.6,0.329,13.9,20.6,0.674,14.1,16.8,9.6,22.1,31.7,12.6,6.2,2.3,61.4,2011
Denver,16,41.2,21.1,44.9,0.469,7.8,18.8,0.412,11.6,15.8,0.731,10.8,20.8,4.8,19.8,24.7,13.9,5.4,4.2,61.4,2011
Texas Christian,16,40.3,22.9,56.4,0.406,5.9,18.6,0.319,9.7,14.2,0.68,12.1,18.7,8.7,21.5,30.2,13.6,5.4,2.1,61.4,2011
Albany,16,40.6,21.9,53.5,0.41,7.9,20.3,0.391,8.9,13.5,0.662,11.9,14.5,11.5,23.7,35.2,11.9,4.1,2.9,60.8,2011
Saint Louis,16,40,22.6,53.6,0.421,5.1,17.8,0.289,10.6,16.1,0.661,13,19.4,8.9,22.4,31.4,13.8,5.7,3.6,60.8,2011
Louisiana-Monroe ,16,40,21.7,50.6,0.428,5.1,14.9,0.345,12.1,18.6,0.648,12.7,18.8,10.2,17.1,27.2,9.7,5.6,1.6,60.6,2011
Auburn,16,40.3,21.6,55.8,0.388,4.2,13.6,0.307,13.1,20.4,0.639,14.1,20.6,11.4,20.2,31.6,10.2,7.1,2.9,60.5,2011
Radford,18,40.6,21,54.7,0.384,5.2,16.1,0.321,13.2,21.5,0.615,15.9,19.9,10.7,22.8,33.5,9.8,7.8,3.2,60.4,2011
Manhattan,18,40,22.1,53.8,0.41,3.5,12.2,0.288,12.8,18.3,0.699,13.3,17.5,10.6,19.5,30.1,10,6.9,4.3,60.4,2011
Georgia Southern,18,40,22,50.2,0.439,4.6,13.6,0.34,11.8,17,0.693,16.6,20.6,9.3,17.8,27.1,10.4,7.6,2.6,60.3,2011
Samford,18,40.3,20.8,48.5,0.428,8.1,24.7,0.329,10.6,15.2,0.693,12.8,17.3,5.6,18.6,24.3,12.7,5.5,1.7,60.2,2011
Georgia State,18,40.6,22.2,54.4,0.407,5.5,16.4,0.336,10.3,16.4,0.628,13.6,20.6,11.8,21,32.8,12,6.6,5.1,60.2,2011
Howard,16,40,20.1,52.6,0.383,4.9,15.9,0.307,15,23.6,0.637,14.6,19.1,11.7,21.9,33.6,9.6,5.2,2.2,60.1,2011
Central Michigan,16,40.3,21.3,54.8,0.389,5.4,15.6,0.349,12,19.8,0.606,12.2,21.1,10.5,20.8,31.2,9,6.8,3.5,60.1,2011
Eastern Illinois,18,40.3,22,51.3,0.429,4,12.1,0.33,12.1,16.6,0.728,14.2,19.5,9.8,21.3,31.1,12.1,5.4,2.7,60.1,2011
Binghamton,16,40.3,21.1,53.8,0.393,7.5,21.6,0.348,10.2,14.8,0.695,12.1,15.9,10.1,21.4,31.5,10.8,4.8,3.5,60,2011
Cal Poly,16,40,20.2,52.1,0.389,6.4,20.5,0.311,13.1,20,0.653,10.2,18.2,11.8,21.9,33.8,11.2,5.8,2.4,59.9,2011
Eastern Michigan,16,40,20.1,52.5,0.382,7.1,20.9,0.338,12.8,20,0.637,13.5,18.3,8.9,22.5,31.4,12.6,6.9,4.2,59.9,2011
Dartmouth,14,40.4,22.4,54.6,0.411,4.7,15.1,0.311,10.3,15.6,0.661,13.6,19.2,8.5,20.5,29,8.1,6.1,2.5,59.9,2011
Niagara,18,40,20.2,54.7,0.369,5.7,19.8,0.289,13.7,21.6,0.634,13.7,18.7,10.3,20.2,30.5,11.1,8.7,3.2,59.7,2011
Drexel,18,40,21.6,54.4,0.396,2.8,10.3,0.274,13.7,21,0.651,10.7,17.8,12.1,25.2,37.3,9.7,3.6,2.9,59.6,2011
