Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Utah,18,40.0,20.1,51.4,.390,4.0,13.8,.289,12.3,19.1,.645,11.1,18.2,9.9,20.2,30.2,8.9,4.6,3.3,56.4
Albany,16,40.0,19.6,48.9,.400,6.5,19.9,.326,10.5,14.3,.734,12.5,18.9,7.4,19.2,26.7,11.2,4.9,3.2,56.1
Cincinnati,18,40.0,20.7,52.7,.392,5.4,17.2,.316,8.4,13.2,.637,12.1,16.4,10.7,17.5,28.2,11.8,5.8,3.1,55.2
Vermont,16,40.0,18.3,49.2,.372,4.4,14.8,.295,14.0,20.2,.693,12.3,18.6,8.6,20.6,29.1,7.9,5.5,2.6,55.0
Wichita State,18,40.0,18.3,48.6,.376,4.2,13.3,.312,12.2,17.6,.696,11.8,17.9,7.9,20.9,28.9,8.4,3.7,2.6,52.9
New Mexico State,14,40.4,19.8,50.9,.389,3.9,13.9,.284,9.3,13.0,.714,13.1,18.1,9.0,16.1,25.1,11.1,4.6,1.4,52.8
San Diego State,18,40.0,18.9,49.2,.385,4.8,15.4,.310,10.1,14.2,.710,12.2,15.3,8.1,21.4,29.5,8.4,5.3,3.6,52.7
Northern Iowa,18,40.0,18.7,48.3,.387,5.6,17.8,.315,9.3,12.3,.756,11.0,16.7,8.4,18.7,27.1,9.3,5.1,2.1,52.2
North Carolina Central,16,40.0,17.7,49.8,.356,4.3,15.9,.271,12.0,19.1,.630,11.9,17.2,10.8,17.8,28.6,7.3,5.2,2.5,51.7
Virginia,18,40.6,18.9,50.1,.378,5.5,17.8,.309,8.2,12.8,.643,10.4,15.6,8.1,21.2,29.3,9.4,4.7,2.7,51.6
